dates,tide
1999-08-08 22:20:00+00:00,0.87
1999-10-04 22:10:00+00:00,1.06
1999-10-27 22:20:00+00:00,-1.27
1999-11-05 22:10:00+00:00,0.34
1999-11-21 22:10:00+00:00,0.34
1999-12-07 22:10:00+00:00,-0.5
2000-04-13 22:10:00+00:00,0.94
2000-04-20 22:20:00+00:00,-1.02
2000-08-19 22:10:00+00:00,-0.75
2000-09-04 22:10:00+00:00,0.11
2000-09-20 22:10:00+00:00,0.26
2000-09-27 22:20:00+00:00,-0.44
2001-02-11 22:10:00+00:00,-1.12
2001-03-22 22:20:00+00:00,0.05
2001-04-16 22:10:00+00:00,0.6
2001-05-02 22:10:00+00:00,1.0
2001-07-05 22:10:00+00:00,-0.58
2001-11-26 22:10:00+00:00,0.7
2001-12-19 22:20:00+00:00,-0.56
2002-02-14 22:10:00+00:00,-0.99
2002-03-25 22:20:00+00:00,0.77
2002-05-21 22:10:00+00:00,1.04
2002-07-31 22:20:00+00:00,0.13
2002-09-17 22:10:00+00:00,0.69
2002-10-03 22:10:00+00:00,0.86
2002-11-29 22:10:00+00:00,1.08
2003-01-07 22:20:00+00:00,-0.56
2003-02-24 22:20:00+00:00,0.67
2003-03-21 22:10:00+00:00,-1.18
2003-04-13 22:20:00+00:00,0.78
2003-08-03 22:20:00+00:00,-0.45
2003-08-11 22:00:00+00:00,-0.48
2003-08-12 22:10:00+00:00,-0.78
2003-09-12 22:00:00+00:00,-1.0
2003-10-07 22:00:00+00:00,0.32
2003-10-15 22:10:00+00:00,-0.38
2003-12-26 22:00:00+00:00,-0.99
2004-01-27 22:00:00+00:00,-0.03
2004-03-07 22:10:00+00:00,-0.94
2004-03-31 22:00:00+00:00,0.57
2004-04-23 22:10:00+00:00,-0.67
2004-05-02 22:00:00+00:00,0.31
2004-05-09 22:10:00+00:00,-0.34
2004-05-18 22:00:00+00:00,-0.5
2004-06-10 22:10:00+00:00,0.77
2004-07-05 22:00:00+00:00,-1.04
2004-07-12 22:10:00+00:00,0.73
2004-07-21 22:00:00+00:00,-0.72
2004-07-29 22:10:00+00:00,0.54
2004-08-14 22:10:00+00:00,-0.09
2004-08-29 22:10:00+00:00,-0.41
2004-09-06 22:20:00+00:00,0.38
2004-09-15 22:10:00+00:00,-0.82
2004-10-01 22:10:00+00:00,-0.96
2004-10-17 22:10:00+00:00,-0.98
2004-11-01 22:10:00+00:00,-0.57
2004-12-04 22:10:00+00:00,0.32
2005-01-13 22:10:00+00:00,-1.15
2005-01-28 22:20:00+00:00,-0.9
2005-03-26 22:10:00+00:00,-0.84
2005-04-02 22:20:00+00:00,0.58
2005-04-11 22:10:00+00:00,-1.05
2005-06-13 22:10:00+00:00,0.03
2005-06-14 22:10:00+00:00,0.29
2005-07-15 22:10:00+00:00,0.63
2005-07-16 22:10:00+00:00,0.86
2005-08-09 22:10:00+00:00,-0.68
2005-09-02 22:10:00+00:00,-0.19
2005-09-09 22:20:00+00:00,-0.39
2005-09-10 22:10:00+00:00,0.04
2005-11-04 22:20:00+00:00,-0.96
2006-01-23 22:20:00+00:00,0.45
2006-02-08 22:20:00+00:00,0.57
2006-02-09 22:10:00+00:00,0.3
2006-02-17 22:10:00+00:00,-0.7
2006-03-12 22:20:00+00:00,0.0
2006-03-29 22:10:00+00:00,-0.91
2006-04-13 22:20:00+00:00,-0.51
2006-04-29 22:20:00+00:00,-1.11
2006-05-23 22:20:00+00:00,0.98
2006-05-31 22:20:00+00:00,-0.62
2006-06-01 22:10:00+00:00,-0.23
2006-06-17 22:10:00+00:00,0.05
2006-06-25 22:10:00+00:00,-0.54
2006-07-27 22:10:00+00:00,-0.92
2006-08-03 22:20:00+00:00,0.6
2006-08-04 22:10:00+00:00,0.79
2006-08-28 22:10:00+00:00,-0.58
2006-09-20 22:20:00+00:00,0.14
2006-09-28 22:20:00+00:00,-0.27
2006-10-23 22:10:00+00:00,-0.73
2006-11-24 22:10:00+00:00,-0.8
2007-01-02 22:20:00+00:00,-0.21
2007-01-26 22:20:00+00:00,0.56
2007-02-03 22:20:00+00:00,-0.98
2007-02-04 22:20:00+00:00,-1.04
2007-02-19 22:20:00+00:00,-1.33
2007-03-23 22:20:00+00:00,-0.65
2007-05-19 22:10:00+00:00,-1.1
2007-07-06 22:10:00+00:00,-0.07
2007-08-07 22:10:00+00:00,0.97
2007-08-14 22:20:00+00:00,-0.92
2007-10-17 22:20:00+00:00,-0.15
2007-12-04 22:20:00+00:00,0.77
2008-01-05 22:20:00+00:00,0.25
2008-03-25 22:20:00+00:00,-0.82
2008-05-05 22:10:00+00:00,-0.69
2008-05-28 22:20:00+00:00,0.51
2008-06-29 22:20:00+00:00,1.07
2008-08-09 22:10:00+00:00,0.58
2008-08-25 22:10:00+00:00,0.97
2008-09-01 22:20:00+00:00,-1.02
2008-10-12 22:10:00+00:00,0.5
2008-10-27 22:10:00+00:00,-0.01
2008-11-13 22:10:00+00:00,-0.69
2008-11-28 22:10:00+00:00,-0.72
2008-12-22 22:20:00+00:00,0.73
2009-03-12 22:20:00+00:00,-1.14
2009-03-28 22:20:00+00:00,-1.05
2009-04-22 22:10:00+00:00,0.4
2009-05-15 22:20:00+00:00,-0.09
2009-05-24 22:10:00+00:00,-0.62
2009-09-04 22:20:00+00:00,-0.39
2010-02-03 22:20:00+00:00,-0.81
2010-04-09 22:10:00+00:00,0.62
2010-07-05 22:20:00+00:00,0.55
2010-08-22 22:20:00+00:00,0.23
2010-08-31 22:10:00+00:00,-0.04
2010-09-07 22:20:00+00:00,0.04
2010-10-25 22:20:00+00:00,-0.86
2010-11-02 22:20:00+00:00,1.12
2010-12-20 22:20:00+00:00,-0.21
2011-01-21 22:20:00+00:00,-1.27
2011-01-22 22:10:00+00:00,-1.32
2011-02-07 22:10:00+00:00,-0.71
2011-03-02 22:20:00+00:00,0.06
2011-03-03 22:10:00+00:00,-0.35
2011-04-03 22:20:00+00:00,-0.55
2011-04-28 22:10:00+00:00,0.66
2011-07-01 22:10:00+00:00,-0.61
2011-07-17 22:10:00+00:00,-1.04
2011-08-09 22:20:00+00:00,0.97
2011-08-18 22:10:00+00:00,-0.6
2011-10-28 22:20:00+00:00,-1.21
2011-11-29 22:20:00+00:00,-0.75
2011-12-24 22:10:00+00:00,-0.63
2012-03-20 22:20:00+00:00,0.07
2012-06-01 22:20:00+00:00,0.98
2012-07-03 22:20:00+00:00,-0.46
2012-07-10 22:20:00+00:00,0.25
2012-09-05 22:20:00+00:00,-0.57
2012-09-12 22:20:00+00:00,0.8
2012-12-26 22:20:00+00:00,-0.02
2013-04-01 22:20:00+00:00,-0.4
2013-04-08 22:20:00+00:00,0.1
2013-05-11 22:20:00+00:00,-0.86
2013-06-27 22:20:00+00:00,-0.84
2013-07-05 22:30:00+00:00,0.44
2013-07-13 22:20:00+00:00,-0.57
2013-08-22 22:30:00+00:00,-1.09
2013-08-30 22:20:00+00:00,0.8
2013-09-23 22:30:00+00:00,-0.87
2013-11-03 22:20:00+00:00,-0.45
2013-11-18 22:20:00+00:00,-0.76
2013-12-04 22:20:00+00:00,-1.21
2013-12-13 22:20:00+00:00,0.7
2013-12-28 22:30:00+00:00,0.92
2014-01-30 22:20:00+00:00,-0.57
2014-02-06 22:20:00+00:00,0.3
2014-02-15 22:20:00+00:00,-0.77
2014-03-11 22:20:00+00:00,0.65
2014-04-12 22:20:00+00:00,0.34
2014-05-05 22:30:00+00:00,-0.09
2014-05-21 22:30:00+00:00,0.45
2014-06-07 22:20:00+00:00,0.74
2014-07-01 22:20:00+00:00,-0.72
2014-07-16 22:20:00+00:00,-0.89
2014-07-17 22:20:00+00:00,-0.34
2014-08-18 22:20:00+00:00,0.76
2014-09-10 22:30:00+00:00,-1.15
2014-09-19 22:20:00+00:00,0.81
2014-10-12 22:30:00+00:00,-0.88
2014-11-06 22:20:00+00:00,-0.35
2014-12-15 22:30:00+00:00,0.55
2014-12-23 22:30:00+00:00,-1.11
2014-12-31 22:30:00+00:00,0.94
2015-01-08 22:30:00+00:00,-0.96
2015-01-16 22:30:00+00:00,0.8
2015-01-17 22:20:00+00:00,0.67
2015-01-24 22:30:00+00:00,-1.03
2015-02-17 22:30:00+00:00,0.19
2015-02-18 22:20:00+00:00,-0.53
2015-02-25 22:30:00+00:00,0.3
2015-03-13 22:30:00+00:00,0.18
2015-03-14 22:20:00+00:00,0.6
2015-03-22 22:20:00+00:00,-1.4
2015-07-12 22:20:00+00:00,0.85
2015-07-27 22:30:00+00:00,0.9
2015-08-04 22:30:00+00:00,-0.99
2015-08-21 22:20:00+00:00,-0.04
2015-09-21 22:30:00+00:00,0.36
2015-10-16 22:20:00+00:00,-0.82
2015-11-01 22:20:00+00:00,-0.38
2015-12-26 22:30:00+00:00,-0.96
2016-01-19 22:30:00+00:00,0.96
2016-02-13 22:20:00+00:00,-0.49
2016-02-28 22:30:00+00:00,-0.4
2016-03-07 22:30:00+00:00,0.18
2016-03-16 22:20:00+00:00,0.72
2016-04-09 22:20:00+00:00,-1.4
2016-05-02 22:30:00+00:00,1.07
2016-05-11 22:20:00+00:00,-0.43
2016-06-28 22:20:00+00:00,0.81
2016-07-06 22:20:00+00:00,-1.16
2016-07-21 22:30:00+00:00,-0.95
2016-08-22 22:30:00+00:00,-0.98
2016-09-08 22:20:00+00:00,0.11
2016-09-15 22:30:00+00:00,0.27
2016-12-04 22:30:00+00:00,-0.61
2017-01-30 22:20:00+00:00,-1.12
2017-02-15 22:20:00+00:00,-0.69
2017-02-22 22:30:00+00:00,0.59
2017-04-04 22:20:00+00:00,0.76
2017-04-20 22:20:00+00:00,0.63
2017-05-21 22:30:00+00:00,1.02
2017-06-23 22:20:00+00:00,-0.3
2017-07-08 22:30:00+00:00,-0.25
2017-07-17 22:20:00+00:00,0.73
2017-08-02 22:20:00+00:00,0.79
2017-08-17 22:30:00+00:00,1.15
2017-08-18 22:20:00+00:00,0.99
2017-09-03 22:20:00+00:00,0.46
2017-09-18 22:30:00+00:00,0.34
2017-09-27 22:20:00+00:00,0.27
2017-10-29 22:20:00+00:00,0.77
2017-12-15 22:30:00+00:00,0.39
2018-01-01 22:20:00+00:00,-0.39
2018-02-17 22:30:00+00:00,-0.95
2018-02-26 22:20:00+00:00,0.84
2018-06-02 22:20:00+00:00,-0.72
2018-06-09 22:30:00+00:00,0.94
2018-07-11 22:30:00+00:00,0.45
2018-07-12 22:20:00+00:00,-0.27
2018-08-05 22:20:00+00:00,0.67
2018-09-05 22:30:00+00:00,1.14
2018-09-06 22:20:00+00:00,1.03
2018-11-08 22:30:00+00:00,-0.76
2018-11-25 22:20:00+00:00,-1.17
2019-02-12 22:30:00+00:00,0.11
2019-03-16 22:30:00+00:00,0.93
2019-04-02 22:10:00+00:00,0.08
2019-04-17 22:30:00+00:00,0.36
2019-04-18 22:10:00+00:00,-0.41
2019-06-05 22:10:00+00:00,-1.13
2019-06-12 22:20:00+00:00,1.06
2019-06-20 22:30:00+00:00,-0.9
2019-07-06 22:30:00+00:00,-1.03
2019-07-14 22:20:00+00:00,0.33
2019-07-23 22:10:00+00:00,-0.01
2019-07-31 22:20:00+00:00,-0.26
2019-08-23 22:30:00+00:00,0.25
2019-08-31 22:10:00+00:00,-1.23
2019-09-08 22:30:00+00:00,0.9
2019-09-09 22:10:00+00:00,0.76
2019-11-03 22:10:00+00:00,0.27
2020-01-15 22:00:00+00:00,-0.36
2020-01-22 22:10:00+00:00,0.09
2020-02-16 22:00:00+00:00,0.72
2020-03-03 22:00:00+00:00,0.51
2020-03-18 22:30:00+00:00,0.75
2020-03-19 22:00:00+00:00,0.54
2020-04-19 22:30:00+00:00,0.45
2020-04-27 22:00:00+00:00,-0.59
2020-05-14 22:20:00+00:00,0.49
2020-05-30 22:20:00+00:00,0.67
2020-06-15 22:20:00+00:00,0.76
2020-07-17 22:20:00+00:00,0.59
