dates,satname,sar1782-0000,sar1782-0001,sar1782-0002,sar1782-0003,sar1782-0004,sar1782-0005,sar1782-0006,sar1782-0007
1984-04-13 09:27:07+00:00,L5,296.45,244.65,236.36,252.02,487.72,191.15,200.85,203.44
1984-05-06 09:33:03+00:00,L5,298.06,244.24,238.72,251.48,483.91,195.46,197.37,203.37
1984-07-18 09:28:22+00:00,L5,272.38,206.04,230.31,250.27,488.65,196.69,198.94,
1984-08-03 09:29:20+00:00,L5,295.96,230.03,223.32,245.92,470.50,195.35,197.27,197.54
1984-08-19 09:29:51+00:00,L5,295.04,245.46,237.23,251.56,489.53,193.56,198.62,198.39
1984-09-04 09:29:37+00:00,L5,296.05,230.96,231.89,248.93,470.32,195.45,201.12,204.41
1984-09-11 09:35:50+00:00,L5,296.78,231.06,229.64,251.60,460.29,193.40,196.87,197.87
1984-09-20 09:30:04+00:00,L5,264.80,230.91,230.12,252.23,488.02,194.42,197.59,199.65
1984-10-22 09:30:00+00:00,L5,285.45,244.78,238.81,254.59,489.09,197.07,199.53,
1984-11-07 09:29:53+00:00,L5,295.89,243.65,234.33,251.67,469.82,192.65,191.36,198.08
1984-12-09 09:29:34+00:00,L5,,,249.38,258.15,436.81,,197.99,180.11
1985-01-17 09:36:05+00:00,L5,298.77,250.91,240.86,250.62,447.04,191.05,190.37,190.49
1985-02-02 09:36:09+00:00,L5,298.24,247.13,238.13,252.45,438.15,188.01,194.02,195.46
1985-04-23 09:35:59+00:00,L5,299.28,234.95,237.53,254.02,487.81,192.26,191.64,191.92
1985-05-02 09:29:43+00:00,L5,284.52,236.37,237.73,253.28,451.68,192.29,189.21,190.42
1985-06-03 09:30:04+00:00,L5,310.87,231.64,230.26,251.25,416.95,181.42,186.39,187.05
1985-06-26 09:35:47+00:00,L5,298.49,232.53,241.39,268.52,437.72,187.51,184.78,188.14
1985-07-05 09:29:33+00:00,L5,296.64,231.52,233.30,252.77,432.86,187.44,192.72,197.49
1985-08-13 09:35:25+00:00,L5,296.69,233.71,235.56,253.28,417.38,189.37,194.17,192.70
1985-08-22 09:29:08+00:00,L5,282.75,234.45,234.32,250.38,483.79,191.14,194.89,198.83
1985-10-09 09:28:35+00:00,L5,296.49,234.62,232.35,252.77,412.56,186.05,188.50,190.35
1985-11-10 09:28:33+00:00,L5,295.15,231.26,231.15,256.24,438.83,195.69,190.01,196.83
1985-12-03 09:33:55+00:00,L5,295.58,245.11,242.26,264.22,468.17,196.52,196.66,204.13
1986-01-04 09:33:20+00:00,L5,295.60,248.47,240.42,252.92,459.66,191.89,189.76,
1986-01-13 09:26:58+00:00,L5,296.35,247.37,239.01,255.79,434.84,192.29,188.59,196.71
1986-02-21 09:32:17+00:00,L5,314.55,249.30,244.88,256.23,418.47,195.58,204.46,207.54
1986-03-25 09:31:37+00:00,L5,301.51,233.38,237.30,267.12,460.14,195.15,199.07,198.22
1986-05-12 09:30:29+00:00,L5,298.39,245.03,241.12,253.55,459.35,189.24,190.86,
1986-05-21 09:24:03+00:00,L5,295.20,245.70,237.87,254.85,489.04,192.46,188.09,195.72
1986-06-22 09:23:04+00:00,L5,298.20,232.13,234.16,251.79,438.88,199.23,198.02,200.92
1986-07-08 09:22:57+00:00,L5,297.41,236.26,235.14,251.48,451.04,193.46,194.88,202.84
1986-07-24 09:22:23+00:00,L5,305.61,227.01,233.90,251.65,489.77,185.85,181.83,
1986-07-31 09:27:55+00:00,L5,296.27,232.94,236.70,253.03,450.27,192.80,200.16,
1986-08-16 09:27:20+00:00,L5,296.51,233.79,233.46,250.05,488.80,195.93,202.58,205.60
1986-09-10 09:20:39+00:00,L5,287.78,245.37,246.90,251.17,487.53,200.89,200.95,203.96
1986-09-17 09:26:13+00:00,L5,295.87,234.90,234.59,252.77,489.89,194.74,193.23,198.27
1986-10-12 09:19:14+00:00,L5,295.17,247.36,242.51,251.78,489.29,,,
1986-12-31 09:19:14+00:00,L5,280.74,232.79,234.60,264.40,416.29,182.22,186.39,184.79
1987-01-07 09:25:13+00:00,L5,295.35,245.69,237.68,265.10,437.13,186.56,185.43,
1987-01-16 09:19:41+00:00,L5,302.74,245.07,231.23,265.09,459.44,187.01,186.17,194.04
1987-02-01 09:19:48+00:00,L5,344.15,267.83,268.66,283.94,313.55,,,
1987-02-08 09:26:31+00:00,L5,295.11,244.72,235.04,251.85,487.55,193.46,196.16,197.25
1987-02-17 09:20:35+00:00,L5,297.43,246.43,239.64,265.21,434.87,182.13,185.19,184.73
1987-03-21 09:21:38+00:00,L5,298.06,232.88,233.64,252.11,469.88,196.72,199.99,202.95
1987-04-29 09:29:06+00:00,L5,296.74,234.81,235.80,251.59,469.79,195.47,198.56,
1987-05-08 09:23:35+00:00,L5,,,,,415.62,184.66,184.52,189.08
1987-05-15 09:29:33+00:00,L5,306.56,253.63,243.54,268.85,432.93,183.17,182.21,179.60
1987-06-09 09:24:23+00:00,L5,296.60,237.25,231.90,250.78,436.28,187.75,190.04,199.06
1987-06-16 09:30:19+00:00,L5,297.10,246.11,242.06,264.86,434.54,182.46,183.09,187.63
1987-06-25 09:24:20+00:00,L5,274.35,231.80,229.50,249.55,469.73,192.16,195.49,201.72
1987-07-02 09:30:39+00:00,L5,303.63,243.70,236.89,252.61,459.80,191.05,188.20,191.55
1987-07-11 09:25:03+00:00,L5,296.81,235.80,233.74,251.00,470.76,196.25,189.79,197.08
1987-07-18 09:30:57+00:00,L5,300.59,233.40,232.55,251.48,451.59,190.42,189.99,191.36
1987-07-27 09:25:25+00:00,L5,269.90,213.40,233.69,252.24,469.23,192.19,186.76,193.02
1987-08-03 09:31:25+00:00,L5,285.12,232.96,236.07,251.05,437.06,195.34,193.65,193.80
1987-08-12 09:25:31+00:00,L5,295.47,234.89,236.19,253.99,436.37,189.64,188.88,191.86
1987-08-19 09:31:54+00:00,L5,297.52,235.18,230.53,250.88,484.26,191.42,192.97,191.45
1987-08-28 09:26:22+00:00,L5,298.96,231.22,223.99,251.08,470.53,193.39,192.93,192.98
1987-09-04 09:32:19+00:00,L5,309.15,228.78,226.79,242.81,493.61,186.71,181.82,
1987-09-13 09:26:21+00:00,L5,272.33,214.71,236.44,254.10,489.11,189.41,195.30,195.32
1987-09-20 09:32:42+00:00,L5,296.14,437.23,378.16,251.13,459.29,192.51,198.74,
1987-10-06 09:33:02+00:00,L5,295.37,245.07,232.90,254.02,436.02,187.79,189.45,
1987-10-22 09:33:17+00:00,L5,295.54,250.93,259.24,270.59,449.69,,,
1987-10-31 09:27:16+00:00,L5,,,,,,,182.33,203.18
1987-11-07 09:33:38+00:00,L5,282.98,248.04,240.99,263.60,488.68,195.00,199.60,197.63
1987-11-16 09:28:03+00:00,L5,296.63,245.20,233.10,253.88,459.13,188.02,193.40,194.14
1987-12-02 09:27:54+00:00,L5,304.84,253.59,243.40,250.92,,,,
1987-12-18 09:28:08+00:00,L5,,,,112.36,226.81,,246.00,
1988-01-10 09:34:42+00:00,L5,282.70,254.41,238.34,264.64,459.26,191.86,198.04,205.25
1988-01-19 09:28:41+00:00,L5,302.91,252.43,259.01,301.27,391.09,177.53,186.35,
1988-02-11 09:35:17+00:00,L5,284.21,247.81,237.94,254.50,436.60,187.32,188.89,191.59
1988-02-20 09:29:14+00:00,L5,298.60,234.38,239.47,251.03,490.80,196.35,202.64,205.10
1988-03-07 09:29:48+00:00,L5,295.87,246.12,246.00,282.69,435.87,178.96,,
1988-03-14 09:35:39+00:00,L5,284.50,250.96,243.03,264.69,459.20,193.46,203.15,204.76
1988-04-15 09:35:50+00:00,L5,281.60,247.53,241.93,264.13,488.53,198.91,204.50,206.23
1988-05-01 09:35:57+00:00,L5,303.02,243.78,236.89,253.64,451.63,188.92,188.34,188.95
1988-05-17 09:36:08+00:00,L5,308.83,234.80,235.70,255.35,459.98,188.91,194.79,189.27
1988-06-02 09:36:14+00:00,L5,296.65,244.42,238.23,255.24,438.31,186.16,192.00,198.08
1988-06-11 09:30:29+00:00,L5,285.84,245.35,245.56,258.06,491.17,202.78,201.83,198.96
1988-06-18 09:36:19+00:00,L5,296.51,252.28,249.31,269.03,459.14,190.76,194.11,
1988-07-04 09:36:24+00:00,L5,298.65,247.47,241.33,263.86,460.26,186.69,187.51,188.77
1988-07-13 09:30:15+00:00,L5,287.87,246.39,239.73,255.57,461.38,199.44,201.64,206.57
1988-07-29 09:30:42+00:00,L5,297.22,244.10,238.58,256.87,413.52,180.58,182.09,180.90
1988-08-05 09:36:28+00:00,L5,307.25,230.96,234.02,249.96,489.33,187.18,188.02,
1988-08-14 09:30:16+00:00,L5,295.46,243.95,236.88,254.97,437.95,192.78,192.84,194.78
1988-08-21 09:36:29+00:00,L5,299.89,247.49,240.09,256.01,448.27,189.94,192.29,193.22
1988-08-30 09:30:21+00:00,L5,281.02,249.03,244.50,267.48,436.03,193.32,199.53,204.86
1988-09-06 09:36:31+00:00,L5,296.76,233.52,233.78,265.61,488.43,192.69,195.88,197.62
1988-09-15 09:30:17+00:00,L5,297.67,235.87,235.92,251.35,438.83,191.37,188.49,192.98
1988-09-22 09:36:26+00:00,L5,287.12,246.04,240.52,253.51,487.56,196.50,204.04,
1988-10-01 09:30:34+00:00,L5,359.84,152.39,128.52,174.85,169.38,190.35,199.04,
1988-10-08 09:36:21+00:00,L5,295.77,234.45,242.80,264.34,434.34,181.86,186.67,
1988-11-02 09:30:34+00:00,L5,295.49,245.71,242.36,253.72,461.49,191.59,195.36,196.36
1988-12-04 09:30:05+00:00,L5,299.23,246.11,234.22,251.03,458.95,183.21,184.24,184.35
1988-12-11 09:36:09+00:00,L5,305.46,247.02,232.57,264.78,412.92,183.01,191.54,192.96
1988-12-27 09:36:03+00:00,L5,,,243.49,355.51,287.02,,,176.65
1989-01-05 09:30:16+00:00,L5,307.18,245.63,237.19,251.57,460.48,188.57,185.77,190.73
1989-01-12 09:35:56+00:00,L5,305.81,251.44,250.81,258.54,396.19,187.59,200.08,190.92
1989-01-28 09:35:43+00:00,L5,284.51,250.15,239.24,251.44,458.76,193.12,185.76,123.74
1989-02-06 09:29:59+00:00,L5,311.34,234.94,227.29,249.73,414.50,189.08,185.22,189.63
1989-03-17 09:34:52+00:00,L5,307.46,231.28,236.43,252.33,483.83,182.68,182.77,182.46
1989-03-26 09:28:29+00:00,L5,285.94,233.14,232.78,248.26,488.41,196.63,201.68,204.88
1989-04-02 09:34:48+00:00,L5,295.26,233.70,232.16,253.00,489.32,189.36,196.04,194.08
1989-05-20 09:34:09+00:00,L5,296.02,245.27,241.59,263.99,459.67,191.51,190.86,193.70
1989-05-29 09:28:17+00:00,L5,306.51,229.77,227.32,247.21,451.84,185.66,187.74,189.95
1989-06-14 09:27:46+00:00,L5,295.44,234.58,231.60,250.03,490.12,191.19,190.43,191.93
1989-06-21 09:33:31+00:00,L5,296.62,250.32,252.37,269.57,469.72,195.73,198.76,
1989-06-30 09:27:15+00:00,L5,303.26,231.19,230.83,250.58,417.61,192.25,189.87,193.02
1989-07-16 09:27:19+00:00,L5,296.28,229.23,224.08,248.73,434.19,188.66,187.49,189.58
1989-07-23 09:32:57+00:00,L5,295.80,251.33,246.11,265.25,459.18,196.68,197.57,
1989-08-01 09:26:59+00:00,L5,302.85,232.55,230.08,252.51,396.48,168.32,182.72,175.64
1989-08-24 09:32:15+00:00,L5,270.77,213.86,247.57,264.42,491.77,201.21,200.73,
1989-09-02 09:26:17+00:00,L5,304.11,237.31,230.70,252.37,398.44,176.97,197.30,190.34
1989-09-25 09:31:28+00:00,L5,287.06,234.76,238.63,250.91,489.15,198.45,206.31,209.84
1989-10-04 09:25:36+00:00,L5,296.96,232.98,229.94,252.32,418.79,186.27,191.10,191.20
1989-10-11 09:31:06+00:00,L5,284.50,243.69,236.50,252.55,459.50,193.08,201.62,202.06
1989-10-27 09:30:27+00:00,L5,278.72,231.96,228.58,249.45,173.72,191.25,197.43,192.15
1989-11-12 09:30:07+00:00,L5,575.78,248.15,241.34,255.64,462.69,,,
1989-11-28 09:29:40+00:00,L5,302.16,244.95,233.55,252.60,450.60,198.66,196.91,194.33
1989-12-14 09:29:14+00:00,L5,282.65,254.84,245.85,268.90,489.62,199.37,200.27,200.17
1989-12-23 09:22:46+00:00,L5,312.49,231.86,225.88,250.46,436.05,178.45,184.41,
1990-01-15 09:28:33+00:00,L5,,,234.22,255.40,469.51,198.10,199.96,206.75
1990-01-31 09:27:43+00:00,L5,327.46,254.05,245.61,269.12,398.80,,,
1990-02-16 09:27:12+00:00,L5,303.32,245.82,236.80,255.06,412.63,173.63,180.80,
1990-03-04 09:26:38+00:00,L5,295.08,230.27,229.82,248.09,461.21,195.78,200.95,204.45
1990-04-14 09:20:11+00:00,L5,313.75,229.52,223.39,245.81,434.67,185.89,187.84,189.35
1990-05-16 09:19:49+00:00,L5,260.08,246.66,243.32,257.57,495.43,200.09,202.80,207.12
1990-06-01 09:19:44+00:00,L5,296.39,202.97,223.69,245.27,487.55,194.45,203.53,
1990-06-08 09:25:55+00:00,L5,311.05,251.89,247.60,263.90,437.18,189.89,188.07,
1990-06-17 09:19:42+00:00,L5,296.15,231.11,222.15,251.88,434.60,189.37,196.16,196.93
1990-06-24 09:25:54+00:00,L5,311.17,244.86,239.10,257.50,413.80,180.26,180.65,
1990-07-03 09:20:06+00:00,L5,305.40,232.83,233.29,249.00,437.09,182.33,184.82,
1990-07-10 09:25:52+00:00,L5,306.71,230.09,227.31,248.55,434.94,184.56,183.16,
1990-07-19 09:20:01+00:00,L5,263.85,233.50,230.84,250.98,449.65,198.53,198.57,205.30
1990-07-26 09:25:48+00:00,L5,285.00,237.32,238.37,256.86,489.34,192.89,199.78,197.03
1990-08-04 09:19:56+00:00,L5,308.23,230.74,226.82,247.03,469.94,188.11,189.63,191.80
1990-08-11 09:25:43+00:00,L5,287.22,243.97,240.95,252.57,492.55,205.27,199.56,199.88
1990-08-20 09:19:30+00:00,L5,295.43,233.94,234.83,250.96,459.10,180.87,182.93,185.81
1990-09-05 09:19:23+00:00,L5,307.96,232.04,231.13,247.17,435.44,179.50,188.50,
1990-09-12 09:25:35+00:00,L5,297.42,229.32,223.57,244.49,490.15,189.63,199.21,
1990-09-21 09:19:19+00:00,L5,,,,168.40,174.33,182.03,164.82,
1990-09-28 09:25:26+00:00,L5,295.33,246.61,234.17,251.35,437.95,200.08,201.46,208.62
1990-10-07 09:19:07+00:00,L5,,,,,53.28,,,
