,Transect id,Longitude - Origin,Latitude - Origin,Longitude - Seawards point,Latitude - Seawards point,Beach face slope,Lower bound,Upper bound
0,usa_CA_0086-0000,-120.207685527432,33.97434005138471,-120.21142252863264,33.972422311455674,0.05,0.0456,0.061
1,usa_CA_0086-0001,-120.2071308579478,33.97358079458671,-120.2108678404432,33.97166307577702,0.05,0.0448,0.0595
2,usa_CA_0086-0002,-120.2065762017763,33.97282153334313,-120.21031316556633,33.97090383565224,0.06,0.0512,0.0663
3,usa_CA_0086-0003,-120.2060210193413,33.97206152858678,-120.2097590435955,33.970145330128176,0.06,0.0577,0.0679
4,usa_CA_0086-0004,-120.20539577807361,33.97119549588066,-120.20927690262131,33.96949200923321,0.06,0.0557,0.0636
5,usa_CA_0086-0005,-120.20491209229735,33.970268256393844,-120.20891722996433,33.96878388114991,0.06,0.0537,0.0662
6,usa_CA_0086-0006,-120.20449043804258,33.969450561680816,-120.20849554523973,33.9679662047244,0.06,0.0529,0.0715
7,usa_CA_0086-0007,-120.20406879540083,33.96863286388245,-120.20807387212862,33.96714852521298,0.065,0.0581,0.0782
8,usa_CA_0086-0008,-120.20357979113454,33.96766597218839,-120.20771958992106,33.96648003037669,0.06,0.0532,0.0638
9,usa_CA_0086-0009,-120.2032781165173,33.96658000148058,-120.20755261520264,33.965836070699815,0.06,0.0542,0.0636
10,usa_CA_0086-0010,-120.20313127088662,33.96573208030252,-120.2073882873675,33.96491432202689,0.055,0.0508,0.0575
11,usa_CA_0086-0011,-120.20298193589204,33.96522088806727,-120.20698450484628,33.9637320114447,0.045,0.0405,0.0461
12,usa_CA_0086-0012,-120.20256035424468,33.96467640334261,-120.20629655847432,33.96275815319379,0.065,0.0558,0.0731
13,usa_CA_0086-0013,-120.20200561624104,33.96391721415119,-120.20574180178744,33.9619989851188,0.07,0.0612,0.0782
