dates,tide
1999-09-25 22:20:00+00:00,0.96
1999-11-12 22:20:00+00:00,-0.27
2000-01-31 22:20:00+00:00,0.31
2000-02-16 22:20:00+00:00,0.76
2000-04-20 22:20:00+00:00,0.26
2000-05-22 22:20:00+00:00,-0.35
2000-06-07 22:20:00+00:00,-0.88
2000-09-27 22:20:00+00:00,1.03
2000-11-14 22:20:00+00:00,-0.01
2000-12-16 22:20:00+00:00,-0.84
2001-01-01 22:20:00+00:00,-0.58
2001-01-17 22:20:00+00:00,-0.32
2001-02-18 22:20:00+00:00,0.4
2001-03-22 22:20:00+00:00,0.81
2001-04-07 22:20:00+00:00,1.07
2001-08-13 22:20:00+00:00,-0.3
2001-08-29 22:20:00+00:00,0.48
2001-11-01 22:10:00+00:00,0.7
2002-01-04 22:20:00+00:00,-0.86
2002-01-20 22:20:00+00:00,-0.56
2002-02-05 22:20:00+00:00,-0.34
2002-03-09 22:20:00+00:00,0.49
2002-05-12 22:20:00+00:00,0.69
2002-07-15 22:10:00+00:00,-0.91
2002-10-03 22:10:00+00:00,0.83
2002-12-06 22:10:00+00:00,0.03
2003-01-07 22:10:00+00:00,-0.62
2003-02-24 22:20:00+00:00,-0.36
2003-03-12 22:20:00+00:00,-0.17
2003-08-03 22:10:00+00:00,-0.83
2003-08-11 22:00:00+00:00,0.82
2003-09-20 22:10:00+00:00,0.0
2003-11-07 22:20:00+00:00,0.87
2003-11-23 22:20:00+00:00,1.12
2003-12-01 22:10:00+00:00,-0.27
2003-12-09 22:20:00+00:00,0.52
2004-01-26 22:20:00+00:00,-0.66
2004-03-30 22:20:00+00:00,-0.03
2004-04-07 22:10:00+00:00,0.05
2004-04-23 22:10:00+00:00,-0.31
2004-11-09 22:20:00+00:00,0.67
2004-11-25 22:20:00+00:00,0.86
2005-01-27 22:20:00+00:00,0.14
2005-01-28 22:20:00+00:00,-0.09
2005-04-17 22:20:00+00:00,-0.14
2005-04-26 22:10:00+00:00,0.09
2005-05-04 22:20:00+00:00,0.65
2005-05-28 22:10:00+00:00,-0.83
2005-06-05 22:20:00+00:00,0.85
2005-06-21 22:20:00+00:00,1.0
2005-06-29 22:10:00+00:00,-0.37
2005-08-24 22:20:00+00:00,-0.7
2005-09-01 22:10:00+00:00,0.78
2005-09-17 22:10:00+00:00,1.09
2005-09-25 22:20:00+00:00,-0.35
2005-10-10 22:20:00+00:00,-0.56
2005-11-28 22:20:00+00:00,0.61
2005-12-30 22:20:00+00:00,0.94
2006-01-31 22:20:00+00:00,0.12
2006-02-08 22:20:00+00:00,0.37
2006-02-16 22:20:00+00:00,-0.12
2006-03-20 22:20:00+00:00,-0.51
2006-04-13 22:20:00+00:00,0.74
2006-05-15 22:20:00+00:00,0.13
2006-05-23 22:20:00+00:00,0.59
2006-05-31 22:20:00+00:00,-0.49
2006-06-16 22:20:00+00:00,-0.81
2006-06-24 22:20:00+00:00,0.86
2006-07-26 22:20:00+00:00,0.37
2006-08-10 22:30:00+00:00,0.68
2006-08-26 22:30:00+00:00,0.16
2006-09-12 22:20:00+00:00,-0.68
2006-12-01 22:20:00+00:00,0.52
2006-12-09 22:20:00+00:00,-0.51
2006-12-17 22:20:00+00:00,0.59
2007-01-02 22:20:00+00:00,0.89
2007-01-26 22:20:00+00:00,-0.53
2007-02-11 22:20:00+00:00,-0.25
2007-02-27 22:20:00+00:00,0.45
2007-03-23 22:20:00+00:00,-0.71
2007-04-08 22:20:00+00:00,-0.47
2007-05-26 22:20:00+00:00,0.19
2007-06-11 22:20:00+00:00,0.49
2007-07-13 22:20:00+00:00,0.92
2007-08-14 22:20:00+00:00,0.38
2007-09-06 22:20:00+00:00,0.2
2007-09-23 22:20:00+00:00,0.61
2007-10-17 22:20:00+00:00,-0.42
2007-11-02 22:20:00+00:00,-0.36
2007-11-18 22:20:00+00:00,-0.45
2008-02-14 22:20:00+00:00,-0.55
2008-03-09 22:20:00+00:00,0.31
2008-04-10 22:20:00+00:00,-0.7
2008-06-29 22:20:00+00:00,0.42
2008-08-16 22:20:00+00:00,0.81
2008-09-17 22:20:00+00:00,0.31
2008-11-20 22:20:00+00:00,-0.45
2008-12-22 22:20:00+00:00,0.23
2009-01-23 22:20:00+00:00,0.67
2009-01-31 22:10:00+00:00,-0.62
2009-02-15 22:20:00+00:00,-0.65
2009-03-12 22:20:00+00:00,0.43
2009-04-13 22:20:00+00:00,-0.3
2009-05-31 22:20:00+00:00,-0.53
2009-06-16 22:20:00+00:00,-0.46
2009-09-04 22:20:00+00:00,0.78
2009-10-22 22:20:00+00:00,-0.32
2009-11-07 22:20:00+00:00,-0.63
2009-12-09 22:20:00+00:00,-0.56
2010-01-10 22:20:00+00:00,0.28
2010-02-11 22:20:00+00:00,0.75
2010-05-18 22:20:00+00:00,-0.69
2010-06-03 22:20:00+00:00,-0.59
2010-07-05 22:20:00+00:00,-0.36
2010-08-22 22:20:00+00:00,0.81
2010-08-29 22:30:00+00:00,-0.26
2010-09-07 22:20:00+00:00,1.21
2010-09-14 22:30:00+00:00,-0.63
2010-12-28 22:20:00+00:00,-0.65
2011-01-12 22:20:00+00:00,-0.46
2011-01-13 22:20:00+00:00,-0.31
2011-01-21 22:20:00+00:00,0.35
2011-02-14 22:20:00+00:00,0.39
2011-03-18 22:20:00+00:00,1.24
2011-04-19 22:20:00+00:00,0.45
2011-06-06 22:20:00+00:00,-0.65
2011-07-15 22:30:00+00:00,0.78
2011-07-24 22:20:00+00:00,-0.24
2011-11-13 22:20:00+00:00,0.15
2011-11-29 22:20:00+00:00,-0.57
2011-12-06 22:30:00+00:00,0.42
2011-12-22 22:30:00+00:00,0.89
2012-01-16 22:20:00+00:00,-0.69
2012-02-24 22:30:00+00:00,0.13
2012-03-20 22:20:00+00:00,0.93
2012-03-27 22:30:00+00:00,-0.35
2012-04-05 22:20:00+00:00,1.2
2012-06-08 22:20:00+00:00,-0.67
2012-06-24 22:20:00+00:00,-0.6
2012-10-14 22:20:00+00:00,1.15
2012-10-21 22:30:00+00:00,-0.74
2012-11-06 22:30:00+00:00,-0.53
2013-04-08 22:20:00+00:00,1.01
2013-05-02 22:30:00+00:00,-0.65
2013-05-10 22:20:00+00:00,0.62
2013-06-19 22:30:00+00:00,0.22
2013-06-26 22:30:00+00:00,-0.33
2013-06-27 22:20:00+00:00,-0.75
2013-07-12 22:30:00+00:00,-0.29
2013-08-13 22:30:00+00:00,-0.73
2013-08-22 22:30:00+00:00,0.59
2013-08-30 22:20:00+00:00,0.01
2013-09-14 22:30:00+00:00,-0.11
2013-09-23 22:30:00+00:00,-0.27
2013-10-08 22:30:00+00:00,-0.15
2013-11-10 22:30:00+00:00,-0.64
2013-11-17 22:30:00+00:00,0.86
2013-11-18 22:20:00+00:00,0.62
2013-11-25 22:30:00+00:00,-0.51
2013-12-03 22:30:00+00:00,0.95
2013-12-19 22:30:00+00:00,0.27
2014-01-13 22:30:00+00:00,0.74
2014-02-05 22:30:00+00:00,-0.77
2014-02-06 22:20:00+00:00,-0.63
2014-03-02 22:30:00+00:00,0.63
2014-03-25 22:30:00+00:00,-0.18
2014-03-26 22:20:00+00:00,0.36
2014-04-10 22:30:00+00:00,0.32
2014-04-11 22:20:00+00:00,0.6
2014-05-12 22:30:00+00:00,0.87
2014-05-29 22:20:00+00:00,0.58
2014-06-22 22:30:00+00:00,0.22
2014-07-15 22:30:00+00:00,-0.32
2014-07-16 22:20:00+00:00,-0.77
2014-08-16 22:30:00+00:00,-0.77
2014-09-01 22:30:00+00:00,-0.64
2014-10-03 22:30:00+00:00,-0.16
2014-10-20 22:20:00+00:00,0.66
2014-11-04 22:30:00+00:00,0.92
2014-12-06 22:30:00+00:00,0.88
2014-12-14 22:30:00+00:00,-0.48
2014-12-15 22:30:00+00:00,-0.33
2014-12-22 22:30:00+00:00,0.88
2014-12-23 22:30:00+00:00,0.55
2015-01-07 22:30:00+00:00,0.19
2015-01-23 22:30:00+00:00,-0.26
2015-01-24 22:30:00+00:00,-0.66
2015-02-09 22:30:00+00:00,-0.48
2015-02-25 22:30:00+00:00,-0.65
2015-03-04 22:30:00+00:00,0.86
2015-03-13 22:30:00+00:00,-0.61
2015-04-13 22:30:00+00:00,-0.22
2015-04-14 22:30:00+00:00,0.24
2015-04-29 22:30:00+00:00,0.41
2015-04-30 22:30:00+00:00,0.63
2015-05-24 22:30:00+00:00,-0.63
2015-07-11 22:30:00+00:00,0.22
2015-07-18 22:30:00+00:00,0.14
2015-08-04 22:30:00+00:00,-0.66
2015-08-19 22:30:00+00:00,-0.37
2015-08-20 22:30:00+00:00,-0.49
2015-09-05 22:30:00+00:00,-0.62
2015-09-13 22:30:00+00:00,0.77
2015-09-20 22:30:00+00:00,-0.56
2015-09-21 22:30:00+00:00,-0.52
2015-10-07 22:30:00+00:00,0.16
2015-10-23 22:30:00+00:00,0.24
2015-12-18 22:30:00+00:00,-0.75
2015-12-25 22:30:00+00:00,0.92
2015-12-26 22:30:00+00:00,0.63
2016-01-02 22:30:00+00:00,-0.44
2016-01-03 22:30:00+00:00,-0.24
2016-01-10 22:30:00+00:00,0.79
2016-02-12 22:30:00+00:00,-0.61
2016-02-20 22:30:00+00:00,0.9
2016-02-28 22:30:00+00:00,-0.5
2016-03-15 22:30:00+00:00,-0.67
2016-04-08 22:30:00+00:00,0.7
2016-05-02 22:30:00+00:00,0.19
2016-05-26 22:30:00+00:00,-0.46
2016-06-02 22:30:00+00:00,0.92
2016-06-03 22:30:00+00:00,1.15
2016-06-11 22:30:00+00:00,-0.67
2016-06-27 22:30:00+00:00,-0.78
2016-08-05 22:30:00+00:00,0.07
2016-08-06 22:30:00+00:00,-0.24
2016-08-14 22:30:00+00:00,0.4
2016-09-07 22:30:00+00:00,-0.51
2016-09-22 22:30:00+00:00,-0.79
2016-09-23 22:30:00+00:00,-0.63
2016-10-08 22:30:00+00:00,-0.49
2016-11-02 22:30:00+00:00,0.17
2016-11-09 22:30:00+00:00,-0.19
2016-11-18 22:30:00+00:00,-0.53
2016-12-11 22:30:00+00:00,0.88
2016-12-19 22:40:00+00:00,-0.71
2016-12-28 22:30:00+00:00,0.79
2017-01-29 22:30:00+00:00,0.44
2017-02-22 22:30:00+00:00,0.43
2017-03-01 22:30:00+00:00,-0.12
2017-03-09 22:30:00+00:00,0.81
2017-03-17 22:30:00+00:00,-0.46
2017-03-26 22:30:00+00:00,1.08
2017-04-02 22:30:00+00:00,-0.83
2017-04-19 22:30:00+00:00,-0.43
2017-05-04 22:30:00+00:00,-0.15
2017-05-20 22:30:00+00:00,-0.21
2017-06-05 22:30:00+00:00,0.55
2017-06-06 22:30:00+00:00,0.73
2017-06-21 22:30:00+00:00,0.87
2017-07-08 22:30:00+00:00,0.76
2017-08-09 22:30:00+00:00,0.39
2017-09-01 22:40:00+00:00,0.21
2017-09-02 22:30:00+00:00,0.51
2017-09-09 22:30:00+00:00,-0.1
2017-09-10 22:30:00+00:00,-0.47
2017-09-18 22:30:00+00:00,1.04
2017-10-04 22:30:00+00:00,1.05
2017-10-11 22:30:00+00:00,-0.76
2017-10-27 22:30:00+00:00,-0.44
2017-11-05 22:30:00+00:00,0.69
2017-11-12 22:30:00+00:00,-0.13
2017-11-13 22:30:00+00:00,0.23
2017-11-28 22:30:00+00:00,-0.15
2017-11-29 22:30:00+00:00,0.2
2017-12-22 22:40:00+00:00,-0.2
2017-12-31 22:30:00+00:00,1.11
2018-02-01 22:30:00+00:00,0.66
2018-02-25 22:30:00+00:00,0.13
2018-03-04 22:30:00+00:00,0.0
2018-04-06 22:30:00+00:00,-0.56
2018-04-21 22:30:00+00:00,-0.81
2018-05-24 22:30:00+00:00,0.2
2018-06-01 22:30:00+00:00,-0.02
2018-06-24 22:30:00+00:00,0.6
2018-06-25 22:30:00+00:00,0.76
2018-07-11 22:30:00+00:00,1.1
2018-08-20 22:30:00+00:00,0.0
2018-09-04 22:30:00+00:00,-0.26
2018-09-05 22:30:00+00:00,0.17
2018-09-20 22:30:00+00:00,0.39
2018-09-21 22:30:00+00:00,0.62
2018-10-14 22:30:00+00:00,-0.52
2018-10-30 22:30:00+00:00,-0.72
2018-10-31 22:20:00+00:00,-0.64
2018-12-01 22:30:00+00:00,-0.19
2018-12-25 22:30:00+00:00,-0.15
2019-01-11 22:30:00+00:00,-0.48
2019-02-19 22:30:00+00:00,1.07
2019-02-28 22:30:00+00:00,0.02
2019-03-07 22:30:00+00:00,0.53
2019-03-15 22:30:00+00:00,-0.31
2019-04-01 22:30:00+00:00,0.62
2019-04-17 22:30:00+00:00,1.14
2019-05-10 22:30:00+00:00,-0.77
2019-05-18 22:20:00+00:00,0.94
2019-06-04 22:30:00+00:00,0.58
2019-06-12 22:20:00+00:00,0.22
2019-06-20 22:30:00+00:00,-0.13
2019-06-27 22:30:00+00:00,-0.06
2019-07-22 22:30:00+00:00,-0.53
2019-07-30 22:10:00+00:00,1.05
2019-08-30 22:30:00+00:00,1.07
2019-08-31 22:10:00+00:00,0.52
2019-09-07 22:20:00+00:00,-0.16
2019-09-08 22:30:00+00:00,0.1
2019-10-01 22:30:00+00:00,-0.01
2019-11-11 22:30:00+00:00,0.88
2020-01-06 22:10:00+00:00,0.36
2020-01-13 22:10:00+00:00,-0.29
2020-01-14 22:30:00+00:00,-0.52
2020-02-06 22:30:00+00:00,0.73
2020-02-07 22:10:00+00:00,0.98
2020-02-22 22:30:00+00:00,0.84
2020-03-01 22:10:00+00:00,-0.56
2020-03-10 22:00:00+00:00,0.47
2020-03-26 22:00:00+00:00,0.02
2020-04-03 22:30:00+00:00,0.11
2020-05-12 22:30:00+00:00,-0.67
2020-05-28 22:30:00+00:00,-0.73
2020-05-29 22:00:00+00:00,-0.67
2020-06-13 22:30:00+00:00,-0.43
2020-06-29 22:30:00+00:00,-0.35
2020-06-30 22:00:00+00:00,0.29
2020-07-07 22:00:00+00:00,-0.15
2020-07-08 22:30:00+00:00,-0.24
2020-07-15 22:30:00+00:00,0.05
2020-07-16 22:00:00+00:00,0.44
2020-08-24 22:00:00+00:00,-0.86
2020-09-01 22:30:00+00:00,0.87
2020-09-02 21:50:00+00:00,0.49
2020-09-09 22:00:00+00:00,-0.48
2020-09-10 22:30:00+00:00,-0.42
2020-09-18 21:50:00+00:00,0.39
2020-10-19 22:30:00+00:00,0.01
