dates,nzd0578-0000,satname
2002-09-12 21:55:07+00:00,221.54,L7
2002-10-05 22:00:43+00:00,221.09,L7
2002-10-14 21:54:55+00:00,216.77,L7
2002-10-21 22:00:48+00:00,218.32,L7
2002-10-30 21:55:01+00:00,212.00,L7
2002-11-06 22:01:17+00:00,223.45,L7
2002-11-15 21:55:12+00:00,211.53,L7
2002-11-22 22:01:33+00:00,198.68,L7
2003-01-25 22:01:54+00:00,215.71,L7
2003-02-03 21:55:49+00:00,225.77,L7
2003-02-26 22:01:40+00:00,222.15,L7
2003-03-07 21:55:58+00:00,221.07,L7
2003-03-14 22:02:08+00:00,223.40,L7
2003-03-23 21:55:52+00:00,222.71,L7
2003-04-08 21:55:59+00:00,226.11,L7
2003-04-15 22:02:09+00:00,226.88,L7
2003-04-24 21:55:58+00:00,217.88,L7
2003-07-20 22:01:32+00:00,223.74,L7
2003-07-21 21:43:45+00:00,235.30,L5
2003-07-29 21:55:41+00:00,230.36,L7
2003-08-30 21:55:34+00:00,226.59,L7
2003-09-22 22:01:36+00:00,220.45,L7
2003-10-17 21:55:27+00:00,219.38,L7
2003-11-09 22:01:30+00:00,218.17,L7
2003-11-18 21:55:51+00:00,216.07,L7
2003-12-04 21:55:54+00:00,219.33,L7
2004-04-10 21:56:26+00:00,235.69,L7
2004-05-03 22:02:11+00:00,219.15,L7
2004-06-05 21:48:24+00:00,233.78,L5
2004-07-07 21:49:21+00:00,240.31,L5
2004-07-23 21:49:45+00:00,233.06,L5
2004-08-23 22:01:47+00:00,231.42,L7
2004-10-10 22:01:56+00:00,221.58,L7
2004-10-19 21:55:55+00:00,234.57,L7
2004-10-26 22:02:12+00:00,221.09,L7
2004-12-06 21:56:23+00:00,217.43,L7
2004-12-13 22:02:35+00:00,239.82,L7
2005-01-14 22:02:24+00:00,216.14,L7
2005-03-03 22:02:41+00:00,216.82,L7
2005-03-19 22:03:06+00:00,233.53,L7
2005-03-28 21:56:54+00:00,228.18,L7
2005-04-04 22:03:03+00:00,220.44,L7
2005-04-13 21:56:48+00:00,223.47,L7
2005-04-20 22:02:32+00:00,224.62,L7
2005-05-06 22:03:01+00:00,228.76,L7
2005-05-30 22:00:27+00:00,222.66,L5
2005-06-07 22:02:31+00:00,232.53,L7
2005-06-08 21:54:44+00:00,248.59,L5
2005-06-15 22:00:34+00:00,224.58,L5
2005-06-23 22:02:49+00:00,229.02,L7
2005-08-26 22:02:15+00:00,223.33,L7
2005-09-11 22:02:05+00:00,228.64,L7
2005-09-20 21:56:18+00:00,226.06,L7
2005-10-13 22:02:06+00:00,217.29,L7
2005-11-07 21:56:39+00:00,230.01,L7
2005-11-14 22:02:53+00:00,214.67,L7
2005-12-09 21:56:50+00:00,213.04,L7
2006-01-01 22:02:46+00:00,205.29,L7
2006-01-26 21:57:12+00:00,227.06,L7
2006-02-11 21:57:16+00:00,223.32,L7
2006-02-18 22:03:29+00:00,223.71,L7
2006-03-06 22:03:06+00:00,218.26,L7
2006-03-22 22:03:30+00:00,217.30,L7
2006-05-02 21:57:17+00:00,219.90,L7
2006-05-09 22:03:04+00:00,224.63,L7
2006-05-18 21:57:18+00:00,237.74,L7
2006-06-19 21:57:12+00:00,231.26,L7
2006-08-13 22:02:41+00:00,227.51,L7
2006-10-16 22:02:31+00:00,219.70,L7
2006-11-17 22:02:58+00:00,214.93,L7
2006-12-12 21:57:23+00:00,209.31,L7
2007-01-13 21:57:26+00:00,215.92,L7
2007-02-14 21:57:39+00:00,220.34,L7
2007-02-21 22:03:52+00:00,221.10,L7
2007-03-25 22:03:32+00:00,219.68,L7
2007-04-19 21:57:43+00:00,229.01,L7
2007-05-28 22:03:16+00:00,238.55,L7
2007-11-04 22:03:02+00:00,214.62,L7
2007-11-13 21:57:20+00:00,223.09,L7
2007-11-20 22:03:34+00:00,213.66,L7
2007-12-22 22:03:44+00:00,216.58,L7
2007-12-31 21:57:34+00:00,230.26,L7
2008-03-04 21:57:24+00:00,227.11,L7
2008-03-11 22:03:08+00:00,225.89,L7
2008-04-28 22:03:29+00:00,231.47,L7
2008-05-14 22:03:00+00:00,226.48,L7
2008-05-30 22:02:53+00:00,233.64,L7
2008-10-05 22:01:42+00:00,219.37,L7
2008-10-14 21:55:54+00:00,225.81,L7
2008-11-06 22:02:27+00:00,216.59,L7
2008-12-24 22:02:35+00:00,216.25,L7
2009-02-10 22:03:16+00:00,226.40,L7
2009-02-26 22:03:01+00:00,224.45,L7
2009-03-14 22:03:33+00:00,223.36,L7
2009-05-01 22:03:25+00:00,231.18,L7
2009-05-10 21:57:39+00:00,235.59,L7
2009-06-02 22:03:27+00:00,234.09,L7
2009-06-18 22:03:25+00:00,233.82,L7
2009-08-05 22:03:13+00:00,229.27,L7
2009-08-30 21:57:24+00:00,219.20,L7
2009-09-15 21:57:23+00:00,218.49,L7
2009-10-24 22:03:42+00:00,232.94,L7
2009-11-18 21:57:53+00:00,222.83,L7
2009-11-25 22:03:45+00:00,215.80,L7
2009-12-11 22:03:56+00:00,219.35,L7
2010-01-28 22:05:07+00:00,219.50,L7
2010-03-10 21:59:20+00:00,235.06,L7
2010-04-18 22:05:37+00:00,225.45,L7
2010-05-04 22:05:11+00:00,234.29,L7
2010-06-21 22:05:10+00:00,232.46,L7
2010-09-09 22:05:42+00:00,218.91,L7
2010-10-11 22:05:45+00:00,226.13,L7
2010-10-27 22:05:30+00:00,213.37,L7
2010-11-21 22:00:02+00:00,218.59,L7
2010-11-28 22:06:17+00:00,215.58,L7
2010-12-14 22:06:01+00:00,217.14,L7
2010-12-30 22:06:10+00:00,212.05,L7
2011-01-08 22:00:28+00:00,222.58,L7
2011-01-31 22:06:24+00:00,221.35,L7
2011-02-09 22:00:39+00:00,223.47,L7
2011-02-16 22:06:51+00:00,228.88,L7
2011-03-04 22:06:57+00:00,215.54,L7
2011-03-29 22:00:49+00:00,225.03,L7
2011-04-05 22:07:02+00:00,228.92,L7
2011-07-26 22:06:29+00:00,229.18,L7
2011-08-20 22:00:37+00:00,237.45,L7
2011-09-12 22:06:41+00:00,216.20,L7
2011-09-21 22:00:29+00:00,218.12,L7
2011-10-07 22:00:26+00:00,235.67,L7
2011-10-23 22:00:35+00:00,220.99,L7
2011-10-30 22:06:22+00:00,219.59,L7
2011-11-08 22:00:43+00:00,216.09,L7
2011-11-15 22:06:34+00:00,215.13,L7
2011-11-24 22:00:55+00:00,215.15,L7
2011-12-17 22:07:15+00:00,213.59,L7
2012-03-22 22:07:32+00:00,222.64,L7
2012-04-23 22:07:16+00:00,228.58,L7
2012-05-18 22:01:56+00:00,235.01,L7
2012-06-26 22:07:30+00:00,231.84,L7
2012-07-05 22:01:52+00:00,238.10,L7
2012-10-09 22:02:52+00:00,216.75,L7
2012-11-01 22:09:15+00:00,220.19,L7
2012-12-19 22:09:08+00:00,215.63,L7
2013-01-04 22:09:34+00:00,217.28,L7
2013-01-20 22:09:35+00:00,215.43,L7
2013-01-29 22:03:26+00:00,229.89,L7
2013-02-21 22:09:10+00:00,214.28,L7
2013-03-02 22:03:22+00:00,223.16,L7
2013-03-09 22:09:09+00:00,225.71,L7
2013-04-10 22:09:02+00:00,228.11,L7
2013-05-28 22:09:11+00:00,228.61,L7
2013-05-29 22:09:17+00:00,232.32,L8
2013-06-05 22:15:03+00:00,235.45,L8
2013-06-13 22:08:40+00:00,222.14,L7
2013-06-29 22:08:33+00:00,232.35,L7
2013-07-07 22:15:24+00:00,238.25,L8
2013-07-08 22:02:39+00:00,243.74,L7
2013-07-15 22:08:47+00:00,234.94,L7
2013-08-25 22:02:37+00:00,232.94,L7
2013-09-17 22:08:41+00:00,222.87,L7
2013-09-26 22:02:59+00:00,218.41,L7
2013-10-19 22:09:03+00:00,218.51,L7
2013-11-20 22:09:35+00:00,221.12,L7
2013-12-06 22:09:21+00:00,215.53,L7
2014-01-07 22:09:51+00:00,217.90,L7
2014-01-23 22:09:45+00:00,217.65,L7
2014-02-01 22:04:06+00:00,220.62,L7
2014-03-29 22:07:27+00:00,237.33,L8
2014-05-07 22:12:37+00:00,229.18,L8
2014-05-16 22:06:45+00:00,230.28,L8
2014-07-03 22:07:01+00:00,233.65,L8
2014-07-18 22:10:33+00:00,230.66,L7
2014-09-13 22:04:52+00:00,221.45,L7
2014-09-20 22:10:44+00:00,224.25,L7
2014-10-22 22:11:29+00:00,212.74,L7
2014-11-23 22:11:42+00:00,214.21,L7
2014-12-25 22:11:56+00:00,220.97,L7
2015-01-10 22:11:58+00:00,214.29,L7
2015-01-26 22:11:38+00:00,220.70,L7
2015-02-11 22:11:40+00:00,222.66,L7
2015-02-27 22:11:51+00:00,218.50,L7
2015-03-15 22:11:58+00:00,218.11,L7
2015-03-24 22:06:16+00:00,217.62,L7
2015-03-31 22:12:04+00:00,224.96,L7
2015-05-02 22:12:19+00:00,229.45,L7
2015-05-19 22:06:16+00:00,230.91,L8
2015-05-26 22:12:28+00:00,232.58,L8
2015-05-27 22:06:42+00:00,238.15,L7
2015-06-20 22:06:32+00:00,235.85,L8
2015-06-28 22:06:52+00:00,235.82,L7
2015-07-21 22:12:45+00:00,227.12,L7
2015-07-22 22:06:49+00:00,233.51,L8
2015-08-06 22:13:13+00:00,231.26,L7
2015-08-15 22:07:04+00:00,230.17,L7
2015-08-22 22:13:15+00:00,220.13,L7
2015-09-07 22:12:53+00:00,226.22,L7
2015-10-02 22:07:10+00:00,232.75,L7
2015-10-25 22:13:23+00:00,222.64,L7
2015-11-26 22:14:17+00:00,215.78,L7
2015-12-28 22:14:21+00:00,215.31,L7
2016-01-29 22:15:12+00:00,222.77,L7
2016-02-07 22:09:05+00:00,221.87,L7
2016-03-01 22:14:58+00:00,229.70,L7
2016-04-02 22:15:34+00:00,225.81,L7
2016-04-18 22:15:18+00:00,225.09,L7
2016-04-27 22:09:35+00:00,238.81,L7
2016-05-28 22:12:39+00:00,222.43,L8
2016-06-13 22:12:42+00:00,232.03,L8
2016-06-14 22:09:47+00:00,234.57,L7
2016-06-30 22:09:47+00:00,235.50,L7
2016-07-08 22:07:08+00:00,233.67,L8
2016-07-15 22:12:58+00:00,229.26,L8
2016-07-16 22:09:48+00:00,235.90,L7
2016-07-31 22:13:25+00:00,225.55,L8
2016-08-08 22:15:38+00:00,235.11,L7
2016-09-09 22:16:07+00:00,220.70,L7
2016-10-27 22:15:42+00:00,218.13,L7
2016-12-30 22:15:43+00:00,213.44,L7
2017-03-04 22:15:31+00:00,232.45,L7
2017-04-14 22:09:34+00:00,227.07,L7
2017-05-24 22:06:46+00:00,235.69,L8
2017-06-01 22:09:47+00:00,231.32,L7
2017-06-09 22:06:54+00:00,233.83,L8
2017-06-17 22:09:51+00:00,229.66,L7
2017-06-24 22:16:03+00:00,231.81,L7
2017-07-02 22:12:47+00:00,231.30,L8
2017-07-11 22:07:02+00:00,228.30,L8
2017-08-03 22:13:23+00:00,223.00,L8
2017-09-12 22:15:36+00:00,219.58,L7
2017-10-14 22:15:38+00:00,213.86,L7
2017-10-23 22:09:52+00:00,215.59,L7
2017-10-30 22:15:38+00:00,216.37,L7
2017-11-08 22:09:50+00:00,217.62,L7
2017-12-01 22:15:30+00:00,214.32,L7
2017-12-10 22:09:38+00:00,214.23,L7
2017-12-26 22:09:27+00:00,230.60,L7
2018-01-18 22:14:55+00:00,214.06,L7
2018-03-16 22:08:24+00:00,231.88,L7
2018-04-08 22:14:15+00:00,219.31,L7
2018-04-24 22:13:35+00:00,222.79,L7
2018-05-18 22:12:22+00:00,232.60,L8
2018-05-19 22:07:22+00:00,236.09,L7
2018-05-27 22:06:04+00:00,238.49,L8
2018-06-19 22:12:21+00:00,232.13,L8
2018-06-28 22:06:16+00:00,236.78,L8
2018-09-08 22:05:17+00:00,224.50,L7
2018-09-24 22:04:55+00:00,233.42,L7
2018-11-18 22:09:49+00:00,218.99,L7
2018-12-04 22:09:01+00:00,208.43,L7
2019-01-05 22:08:05+00:00,217.15,L7
2019-02-06 22:07:29+00:00,212.70,L7
2019-02-15 22:01:02+00:00,235.11,L7
2019-04-27 22:04:25+00:00,233.14,L7
2019-05-30 22:06:57+00:00,229.61,L8
2019-06-06 22:12:47+00:00,233.08,L8
2019-06-07 21:57:06+00:00,226.02,L7
2019-06-30 22:02:26+00:00,225.18,L7
2019-07-17 22:07:10+00:00,232.81,L8
2019-08-17 22:00:06+00:00,226.22,L7
2019-09-02 21:59:49+00:00,225.83,L7
2019-09-18 21:58:43+00:00,231.56,L7
2019-10-20 21:57:22+00:00,208.19,L7
2020-01-24 21:53:06+00:00,217.56,L7
2020-02-09 21:51:54+00:00,233.45,L7
2020-02-25 21:51:04+00:00,223.63,L7
2020-03-12 21:50:36+00:00,225.98,L7
2020-04-13 21:48:47+00:00,232.82,L7
2020-04-21 22:12:57+00:00,229.18,L8
2020-04-29 21:47:27+00:00,224.69,L7
2020-05-15 21:46:52+00:00,233.86,L7
2020-05-16 22:06:39+00:00,234.67,L8
2020-06-01 22:06:44+00:00,233.40,L8
2020-06-08 22:12:35+00:00,233.68,L8
2020-07-02 21:43:37+00:00,240.86,L7
2020-07-10 22:12:51+00:00,234.06,L8
2020-07-19 22:07:07+00:00,233.63,L8
2020-07-26 22:12:56+00:00,234.93,L8
2020-09-20 21:38:56+00:00,233.52,L7
2020-10-22 21:36:28+00:00,222.85,L7
2020-11-15 22:13:18+00:00,202.13,L8
2020-12-25 21:32:19+00:00,217.90,L7
2021-02-11 21:28:29+00:00,222.90,L7
2021-04-16 21:23:23+00:00,224.96,L7
2021-05-02 21:22:25+00:00,243.90,L7
2021-05-19 22:06:52+00:00,232.54,L8
2021-06-03 21:19:19+00:00,233.40,L7
2021-06-27 22:13:18+00:00,227.98,L8
2021-07-06 22:07:08+00:00,227.25,L8
2021-07-13 22:13:19+00:00,233.84,L8
2021-07-22 22:07:12+00:00,227.50,L8
2021-08-06 21:14:18+00:00,221.48,L7
2021-08-22 21:12:30+00:00,216.30,L7
2021-10-09 21:08:16+00:00,232.17,L7
2021-12-28 21:00:42+00:00,219.24,L7
2022-02-14 20:55:57+00:00,221.55,L7
2022-03-02 20:54:49+00:00,225.46,L7
2022-03-18 20:52:49+00:00,226.88,L7
2022-04-03 20:51:17+00:00,237.47,L7
2022-05-06 22:07:05+00:00,227.86,L8
2022-05-21 22:12:31+00:00,228.39,L9
2022-05-22 22:07:10+00:00,231.74,L8
2022-05-23 20:45:10+00:00,258.86,L7
2022-06-07 22:07:19+00:00,226.62,L8
2022-06-14 22:13:11+00:00,231.40,L8
2022-06-22 22:13:14+00:00,231.99,L9
2022-07-16 22:13:14+00:00,233.65,L8
2022-09-02 20:37:42+00:00,234.54,L7
2022-11-09 20:30:04+00:00,214.39,L7
2023-01-16 20:19:09+00:00,227.97,L7
2023-02-07 20:20:06+00:00,220.87,L7
2023-04-26 20:09:32+00:00,259.30,L7
2023-05-16 22:12:16+00:00,231.99,L8
2023-05-24 22:12:53+00:00,231.48,L9
2023-06-09 22:12:24+00:00,232.83,L9
2023-06-10 22:06:39+00:00,230.63,L8
2023-06-26 22:06:46+00:00,229.66,L8
2023-07-11 22:13:00+00:00,231.49,L9
2023-07-27 22:12:38+00:00,228.59,L9
2023-07-28 22:07:02+00:00,220.84,L8
2023-08-12 22:12:47+00:00,205.33,L9
2023-09-29 22:13:02+00:00,218.31,L9
2023-12-10 19:42:37+00:00,223.77,L7
2024-05-10 22:13:00+00:00,229.03,L9
2024-05-11 22:06:27+00:00,232.20,L8
2024-05-26 22:12:24+00:00,232.06,L9
2024-06-03 22:12:05+00:00,229.69,L8
2024-06-11 22:12:42+00:00,235.02,L9
2024-06-20 22:06:18+00:00,272.43,L9
2024-06-27 22:12:04+00:00,233.24,L9
2024-06-28 22:06:31+00:00,231.20,L8
2024-07-05 22:12:45+00:00,234.91,L8
2024-07-06 22:06:32+00:00,237.62,L9
2025-04-11 22:13:17+00:00,229.62,L9
2025-04-12 22:06:48+00:00,230.37,L8
2025-05-05 22:12:48+00:00,224.17,L8
2025-05-06 22:06:54+00:00,234.26,L9
2025-05-21 22:12:27+00:00,232.01,L8
2025-05-22 22:06:43+00:00,224.78,L9
2025-05-29 22:12:27+00:00,231.04,L9
2025-05-30 22:06:42+00:00,229.88,L8
2025-06-06 22:12:30+00:00,229.33,L8
2025-06-07 22:06:40+00:00,230.49,L9
2025-06-14 22:12:35+00:00,233.00,L9
2025-06-15 22:06:52+00:00,231.78,L8
2025-06-23 22:06:54+00:00,234.28,L9
2025-06-30 22:12:43+00:00,233.79,L9
2025-07-17 22:07:04+00:00,231.96,L8
2025-08-01 22:13:18+00:00,222.67,L9
2025-08-02 22:07:09+00:00,232.56,L8
2025-08-09 22:13:01+00:00,230.92,L8
2025-08-10 22:07:16+00:00,234.93,L9
