,Transect id,Longitude - Origin,Latitude - Origin,Longitude - Seawards point,Latitude - Seawards point,Beach face slope,Lower bound,Upper bound
0,usa_CA_0274-0000,-123.84285729588757,39.80861226483028,-123.84757082255936,39.808318524967476,0.105,0.079,0.1602
1,usa_CA_0274-0001,-123.84293190893254,39.80950107937392,-123.84764549771971,39.80920733217015,0.08,0.0729,0.0933
2,usa_CA_0274-0002,-123.84300962051947,39.810422091790265,-123.84771708407612,39.81006394048083,0.075,0.0653,0.0855
3,usa_CA_0274-0003,-123.84313149864117,39.8113451354321,-123.84782982642037,39.81091182669701,0.085,0.072,0.0984
4,usa_CA_0274-0004,-123.84325675711491,39.81223546654007,-123.8479536400645,39.81179129157738,0.075,0.0661,0.0862
5,usa_CA_0274-0005,-123.84338188816594,39.81312470840977,-123.84807759579276,39.81267184402768,0.08,0.0684,0.0915
6,usa_CA_0274-0006,-123.84351366673546,39.814019193614264,-123.84820643109158,39.81354601227643,0.08,0.0693,0.0926
7,usa_CA_0274-0007,-123.84365300470355,39.814911373364815,-123.84834315810221,39.814420956745984,0.075,0.0675,0.0847
8,usa_CA_0274-0008,-123.84379910406535,39.81582052892108,-123.84848055953135,39.81527807291506,0.08,0.0731,0.0889
9,usa_CA_0274-0009,-123.84397103944944,39.816696794373485,-123.84865373818658,39.8161610147178,0.085,0.0748,0.0928
10,usa_CA_0274-0010,-123.84410383153853,39.81755326124816,-123.84879539456905,39.81707064970986,0.085,0.0769,0.0911
