,dates,per0147-0000,per0147-0001,per0147-0002,per0147-0003,per0147-0004,per0147-0005,per0147-0006,per0147-0007,per0147-0008,per0147-0009,per0147-0010,per0147-0011,per0147-0012,per0147-0013,per0147-0014,per0147-0015,per0147-0016,per0147-0017,per0147-0018,per0147-0019,per0147-0020,per0147-0021,per0147-0022,per0147-0023,per0147-0024,per0147-0025,per0147-0026,per0147-0027,per0147-0028,per0147-0029,per0147-0030
76,1995-09-03 14:13:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1995-10-21 14:10:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1995-11-22 14:10:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1996-03-29 14:19:13+00:00,,,,161.1682897803726,,,,,,,265.8074714009904,,,,,,156.43549273501108,149.05089957644842,144.78201852816775,,,,,,,,,,,,
80,1996-05-16 14:22:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1996-06-01 14:23:00+00:00,,,,127.59385852988984,,,243.36483361055159,,,,,,,,,,,181.44009210602604,108.46503488490777,,319.2937090625017,,,,,,,,,,
82,1996-07-03 14:24:43+00:00,,,258.37502332730713,,,370.724100124371,288.42263142996796,,,,294.5442065677358,,349.39329789499504,,,,,,,,280.4105067513739,,,,,,,,,,
83,1996-07-19 14:25:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1996-08-20 14:27:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1996-11-08 14:31:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1996-11-15 14:37:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1996-12-26 14:33:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1997-01-18 14:40:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1997-03-16 14:37:10+00:00,,171.96870728269081,,,336.41433626903455,,325.4006617175071,,193.51263525395277,,,,,,,,172.67795920458008,,113.73804276790185,,,,,,,21.898234962713136,,,,,
90,1997-04-01 14:37:46+00:00,,,,,,,350.7093756632353,,,,,,,,,,,,,,,,,,,,,,,,
91,1997-07-06 14:41:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1997-07-22 14:41:40+00:00,,172.41248452426981,,,,,,130.46163744038017,,,,,,,256.7113922423326,,,,,,,,,,,,,,,,
93,1997-10-10 14:44:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1997-11-11 14:44:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1998-03-10 14:53:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1998-03-19 14:47:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1998-04-04 14:47:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1998-04-11 14:54:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1998-04-27 14:54:16+00:00,,,,,,,,,,,,,,,,,202.16761107994688,,,,,,,,,,,,,,
100,1998-06-23 14:48:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1998-11-30 14:49:56+00:00,,,,,,,,,,,,,,,,,,160.98169761477072,,239.81873534968167,180.70933089825292,,222.97759502393424,,,,,,,,
102,1999-01-01 14:50:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1999-01-08 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1999-01-17 14:49:56+00:00,151.76027723587347,,,147.05899300221847,,,,155.6042359938936,,,324.6233252300811,,,237.14652318817576,,362.4390330835778,,,,,,,,,,,,,,,
105,1999-01-24 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1999-02-02 14:50:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1999-02-18 14:50:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1999-03-06 14:50:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1999-03-22 14:49:51+00:00,132.3639237393242,109.79144447617055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1999-04-07 14:49:38+00:00,98.46513669553535,91.65605167671339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1999-04-14 14:55:51+00:00,96.02621872734744,98.0647943705266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1999-04-23 14:49:40+00:00,,,,124.98029094458435,,,,,,,,,388.21049617126283,255.98228627132505,221.04100050271006,339.70920874954015,,,,126.78276358672262,,,,,,,,,,,
113,1999-05-09 14:49:33+00:00,100.34354330323946,95.46723759355146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1999-05-16 14:55:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1999-05-25 14:49:08+00:00,61.492284721493554,61.55710794612597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1999-06-01 14:55:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1999-06-26 14:48:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1999-07-28 14:48:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1999-09-30 14:47:28+00:00,,,,127.60492794459535,,,382.3164349907895,,198.7419803604785,,358.4863348562484,384.74269979677223,,,,,,,,111.15650313989045,152.97198276261824,138.71802422502344,181.97873679006352,,,,,,373.51286881482304,,
120,1999-10-08 15:03:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1999-10-24 15:03:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1999-11-17 14:46:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1999-11-25 15:03:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1999-12-02 15:09:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,3.8923609602639075,,,,,
125,1999-12-03 14:46:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1999-12-11 15:03:53+00:00,,,,,,,,,,,,,,,,,,,,,,6.086562380174369,9.196873753137512,13.771352570516052,8.681094302754069,10.99283511930581,6.691394970183779,,,,
127,2000-01-04 14:46:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000-03-16 15:03:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2000-03-31 14:51:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2000-04-01 15:03:27+00:00,,,,,,,,,,,,,,,,,,,0.27676773119579057,6.309356262123296,7.440174434968407,12.307555558097357,25.98119914489846,31.064981988470805,17.590919492013594,17.070767366482137,6.621172726378777,3.475158220153218,,,
131,2000-04-08 15:09:31+00:00,,,,,,,,,,,,,,,,,,,1.4089361022499176,4.82138558340298,7.292303911147395,12.433765337786612,17.14192053609609,27.690345827940007,-0.5929367163315744,6.839057253711129,2.382588379769036,,,,
132,2000-04-25 14:46:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000-05-03 15:03:12+00:00,,,,,,,,,,,,,,,,,,,4.329366540364237,14.821790918138596,24.022809456627066,27.00783781262549,33.866375481965164,34.273506583746254,7.446619812635739,7.5312942619282826,2.8351510267546343,3.2647771434267017,,,
134,2000-05-10 15:09:15+00:00,,,,,,,,,,,,,,,,,,,6.426781646951666,4.357289593927129,7.166074737482921,19.076541174466083,20.047462077851883,33.27210101192955,-0.6462931057033776,12.251988442180863,8.074026260616142,2.7350194013937283,,,
135,2000-05-11 14:46:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2000-06-04 15:02:49+00:00,,,,,,,412.07494517498316,,168.3613298423228,403.39457146931716,,,,,,,,,,,,,,,,,,,,,
137,2000-06-12 14:47:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2000-07-06 15:02:32+00:00,,,,,,,,,,,329.2659566906841,352.49163095365077,298.66756364361675,,,,,,,,,,,,,,,,,,
139,2000-07-14 14:47:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2000-08-07 15:02:02+00:00,,,,,,375.3277007994732,,,203.48944538967947,372.4835650052393,,363.6279645646604,320.2034506903587,,,,,,,,,,,,,,,,404.1435089336571,,
141,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2000-08-31 14:48:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2000-10-10 15:01:17+00:00,,,,,,411.5556024208422,,,,,,,,,,,,,,,,,,,,,,,,,
144,2000-10-18 14:49:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2000-10-26 15:01:15+00:00,,,,,,,,,,,,,,,,,,,27.967529227029846,35.86595109447685,37.778221448555286,42.587631205245685,48.810215569176364,48.766064343196305,18.657511995304176,15.975011873540087,15.930264709170292,13.434522346360204,,,0.5820512375171809
146,2000-11-18 15:07:27+00:00,,,,,,,,,,,,,,,,,,,11.615056341535645,17.209784982115387,29.14221467783306,63.11532952099515,66.03943527275419,60.89065437175191,31.30217530410026,29.236507689212452,23.459535161018046,22.82298426963751,,,7.879183542686735
147,2000-11-19 14:50:00+00:00,,,,,,,,,,,,,,,,,,,3.3404310832640363,7.420744769521496,21.568667515198026,61.454576258155704,55.02443730424443,51.473643043067966,26.866134611642977,32.74373930209453,28.373712402317906,40.271800002926426,,,11.31901608678947
148,2000-12-13 15:01:20+00:00,,,,,,,,,,,,,,,228.09662338414222,,,,,,,,34.45908661168425,,,,,,281.2499653490694,236.97134856008256,
149,2001-01-30 15:01:27+00:00,,,,,,,,,,,,,,220.7008733797944,,,,,3.060969316520427,3.159901764949404,8.977282717721664,18.178135186017215,21.40146747138033,21.157678412267508,16.138802908813826,17.199454782604974,9.400849164130989,3.216392538792346,,,
150,2001-02-07 14:50:58+00:00,,,,,,,,,,,,,,,,,,,,,,22.119626446496074,28.95087136257732,25.749348003801572,16.456133926058058,23.461650384535346,,,,,
151,2001-02-15 15:01:22+00:00,,,,,,,,,,,,,,,,,,,-0.7728156039575604,3.597222968758339,15.751639471400573,15.704777741028062,26.73203874224322,23.493390770211327,20.749611014203445,15.566101303288708,10.864897355041071,5.695078222375756,3.9278269575463978,-2.5426090903832126,
152,2001-03-03 15:01:17+00:00,,,,,,,,,,,,,,,,,,,6.733868214954564,,,,,,,,,,,,
153,2001-03-10 15:07:27+00:00,,,,,,,,,,,,,,,,,,,0.25260299446077283,6.766211837478281,14.499736415813306,17.137190870260202,21.296001827972148,30.085175074604393,19.195651260275877,17.77740208370923,9.001917126744399,-0.340265719573134,,,
154,2001-03-18 14:57:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2001-03-19 15:01:09+00:00,,,,,,,,,,,,,,,,,,,14.199209321948487,22.479628923371557,23.841585415485905,25.20041953687096,33.656631909712075,34.05851609225455,28.27414418275613,27.155529331851277,21.99758925553635,20.776597651183046,19.37021212531296,11.618945117158125,8.335509520631616
156,2001-03-27 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,-2.740168196088043,7.4532992627487085,11.39381389452426,15.81446554678069,21.890795667649613,,,,,,,
157,2001-04-03 14:57:08+00:00,,,,,,,,,,,,,,,,,,,,16.11609548841211,30.485745606544988,33.77963506874548,35.83284916061051,40.35658507968475,24.314525473196245,23.934654569360255,20.480751712474504,22.690105971317415,19.506953522115126,16.70171014928077,12.890961772338603
158,2001-04-04 15:00:59+00:00,,,,,,,,,,,,,,,,,,,13.660802508436799,14.682082251355574,31.074340727037818,34.557858795118975,40.20069676687077,41.66294056347275,28.27594469979134,29.268580284803235,25.024232243898133,26.314818910013706,23.181590618793123,20.093687926242374,17.808028453040908
159,2001-04-11 15:07:14+00:00,,,,,,,,,,,,,,,,,,,,,16.765748153153915,25.318817810390655,30.787681697391204,29.821660499870323,10.68867244886857,22.062490133596967,20.564795153319842,19.386823505150545,14.610044182569036,-0.0998099445699534,
160,2001-04-12 14:51:13+00:00,,,,,,,,,,,,,,,,,,,,,12.918449037998343,18.51209387882804,23.407481548910862,29.205687119761798,16.363984555056696,18.261170466272198,17.45365284350358,7.864444442967207,5.250255617351746,,
161,2001-04-20 15:01:03+00:00,,,,,,,,,,,,,,,,,,,,,17.504017921711508,26.30529600413302,33.23107959028911,31.31253098879951,22.664355056870704,21.03300801267718,22.959281583767286,15.625520969322974,10.893369361223353,4.787783563231075,1.2240242941020112
162,2001-04-28 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,,,,29.1591826764611,23.019873712855485,,,,,,,
163,2001-05-06 15:00:59+00:00,,,,,,,402.7672835198808,,,402.6699660281584,,,,,,,,,,,,,,,,,,,,,13.567022263406566
164,2001-05-22 15:00:47+00:00,,,,,,,,173.90345651008334,227.16525868056715,,312.05414861661416,339.6893753418654,,,,,,,,41.911255182805775,,,,,,,,,,,
165,2001-05-30 14:51:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2001-06-15 14:51:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2001-06-23 15:00:21+00:00,,,,,,,403.02910594781,,189.00784383462494,,405.22958065342254,,321.8791332233966,,,,,,,,,,,,,,,,,,
168,2001-07-01 14:51:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2001-07-09 15:00:19+00:00,,,230.31565335690055,,,,,,213.19893031379317,,,,349.399707745687,,260.95685114100286,,,,,,,,,,,,,,,,
170,2001-07-25 15:00:11+00:00,,,,,,,,,,,410.7484508575978,,,,286.83229102863004,,,,,,,,,,,,,,,,
171,2001-08-18 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2001-10-05 14:50:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2001-10-29 14:59:14+00:00,,,,,,,,193.47670082970436,,,,,,,,,,,,5.485572238243865,19.617132480360336,26.757046589055676,32.430030929746216,42.9962918046948,20.615515526783533,24.437354043859557,26.295635553289493,19.86247405572129,21.984816786167002,14.270488714255311,12.407586870457553
174,2001-11-14 14:59:26+00:00,,,228.57907776578264,,,,,,,,,,,,,,,,14.684912283358269,16.85319701526349,26.725208571340147,27.392833818808754,43.263146382332806,46.57493708563156,22.988536401680328,20.408919304836314,26.844310983170338,24.251124784205903,25.454901972616184,22.27190593917947,18.9415095996827
175,2001-11-21 15:05:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2001-11-22 14:50:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,17.534753091874798,22.65073631347207,20.697825537491973,13.550369018301879,16.492523339032438,7.580038790902236,3.767957862435919
177,2002-01-08 15:05:52+00:00,,,,,,,,,,,,,,,,,,,,3.167423833036952,,,,,,,,,,,
178,2002-01-09 14:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,0.8318478202475073,16.4834778241187,,,37.03184599804122,,6.904724369123846,4.3488789979078195,
179,2002-01-17 14:59:45+00:00,,,,,,,,,,,,,,,,,,,2.8745209010968296,5.827407311117551,13.574832609121454,14.246392012910722,8.28393719517957,5.2875385294222355,13.815825826152134,33.98093452246354,32.74215626613567,30.366175746920625,24.539000107355722,15.326925806141674,9.494693097157004
180,2002-01-25 14:49:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,3.061426879101575,21.924434172117014,20.068789328270164,17.874409352813075,18.2711578214494,6.6383200929989075,2.823674696621646
181,2002-02-09 15:06:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2002-02-10 14:49:36+00:00,,,,,,,,,,,,,,,,,,,,,3.5189451513725745,12.282346571049299,12.756292363502416,22.08608792185989,3.3821397676163203,17.902436443030584,19.406003192845816,19.344465022897115,18.967983198973485,10.739726595404514,17.479758957505176
183,2002-02-18 14:59:47+00:00,,,,,,,,,,,,,,,,,,,3.631881951429244,13.413848883987853,14.99557383004129,13.142826184013071,27.222161845168838,26.794927570977034,9.810909126962175,37.57619178816218,33.880159527307804,32.862081762826875,28.619278636304376,24.579893963460304,20.459004657089633
184,2002-02-26 14:49:14+00:00,,,,,,,,,,,,,,,,,,163.03558116671218,,,,,,,,,,,,,
185,2002-03-06 14:59:52+00:00,,,,,,,,,,,,,,,,,,,,1.0102318101157364,10.032092289404492,18.33117896880619,16.801132525743853,27.627520385557272,-8.36135385188486,11.981542146934165,15.939339916245826,10.196664248002275,10.225719264637169,5.262255007275705,12.489748967085237
186,2002-03-13 15:06:01+00:00,,,,,,,,,,,,,,,,,,,27.38919266312314,31.209284711085175,34.00215401960989,42.499107077609125,45.00352395968629,50.7916323679182,,52.07404098370443,45.7651515745449,48.14743303424068,48.095781470983816,44.18699616689575,38.25312879732557
187,2002-03-29 15:05:56+00:00,,,,,,,,,,,,,,,,,,,,,9.46763432870141,15.392456323065204,19.041864604002313,29.599384612831074,-0.05395926657921457,21.280480539534963,24.87038602505409,23.66285248401557,20.748763436113073,16.012190625116503,16.310165803084352
188,2002-04-07 14:59:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2002-04-15 14:48:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2002-05-09 14:59:45+00:00,,,,,,,,,,,,,,,,,,,1.0793427509223026,12.17477737423237,12.202969618705062,23.27514350226916,27.584317756924477,24.87821201590721,5.49681739935354,27.54116328540303,32.24800771330177,30.776550914086705,29.615724244712794,22.34202936380781,24.321531236429696
191,2002-07-12 14:59:20+00:00,,,,,,,,,,380.09979939546577,391.1043948135352,316.6849257925258,,,,,,,259.83333197656805,,,,,,,,,,,,
192,2002-07-28 14:59:11+00:00,66.4253924537425,,,,,402.317605563026,411.8621151872598,,251.29665014519372,376.6939452181083,402.55125187824285,,,,,,200.78787750594702,,266.11250885426523,,,,,,,,,,,,
193,2002-09-30 14:58:40+00:00,,45.0294753802179,,,,,409.681342952648,,,,,,,,,,169.57046540322497,198.09114789808393,388.79232911234095,,,,,,,,,,,,
194,2002-11-01 14:58:46+00:00,,,,,,,,,,406.7329356595634,,,,,,,,,398.6583041307133,,,,,,,,,,,,
195,2002-11-17 14:58:58+00:00,,,,,316.0068124411566,,401.65011593928364,,,406.77144062928005,406.3818310576126,314.9052355021305,,,,,,,404.0267557417832,,,,,-0.9871599825718498,,,,,,,
196,2003-01-04 14:59:16+00:00,,,258.8354462139256,,,,387.21631267474777,,,402.1286132433068,385.0740707791547,,,,,,,,405.0686733282386,,,,,,,,,,,,
197,2003-01-27 15:05:37+00:00,,,,,309.962403177386,,354.7786864833844,,,388.7350631788463,,,,,,,,,175.87571462688504,,,,,,,,,,,,
198,2003-02-05 14:59:34+00:00,,,,,,,,,,,,,,,,333.9824605372837,,,,,,,,,,,,,,,
