,Transect id,Longitude - Origin,Latitude - Origin,Longitude - Seawards point,Latitude - Seawards point,Beach face slope,Lower bound,Upper bound
0,usa_HI_0024-0000,-157.94667192604004,21.68350762168417,-157.9437059500578,21.685824033110848,0.04,0.0327,0.0561
1,usa_HI_0024-0001,-157.9460656258249,21.682829623955346,-157.9430730670604,21.68511595720225,0.065,0.045,0.1077
2,usa_HI_0024-0002,-157.94550115212397,21.68217027800125,-157.94243124852596,21.684365185943506,0.04,0.0298,0.0676
3,usa_HI_0024-0003,-157.9449224678404,21.6814314144745,-157.9418689534342,21.68364618549214,0.03,0.0246,0.0363
4,usa_HI_0024-0004,-157.9442615671617,21.68067948358289,-157.9413029088726,21.683003992144098,0.025,0.0233,0.0274
5,usa_HI_0024-0005,-157.94371502828676,21.68009352585401,-157.9405902930899,21.682219708149635,0.02,0.0197,0.0217
6,usa_HI_0024-0006,-157.94341185790861,21.679639172469955,-157.93990584121468,21.681159664115086,0.03,0.025,0.0365
7,usa_HI_0024-0007,-157.94311929355854,21.678813009115938,-157.93958409773322,21.680273240550072,0.05,0.0383,0.0826
8,usa_HI_0024-0008,-157.94249382467726,21.677763079686773,-157.93927918958394,21.679768691331393,0.1,0.065,0.2
9,usa_HI_0024-0009,-157.94170059494246,21.67682176622584,-157.9388790424002,21.679290634502717,,,
10,usa_HI_0024-0010,-157.9408437567292,21.676093253083266,-157.93829849322455,21.678811837575743,0.11,0.0614,0.2
11,usa_HI_0024-0011,-157.94010949840057,21.675508463806977,-157.93756213031799,21.678225317290288,0.08,0.0541,0.1496
12,usa_HI_0024-0012,-157.93940166819507,21.674912013210506,-157.93683492766417,21.677612881491353,0.065,0.0489,0.0915
13,usa_HI_0024-0013,-157.93863250738212,21.674283118540437,-157.93615077424724,21.67705252061211,0.045,0.035,0.0572
14,usa_HI_0024-0014,-157.93784610462808,21.673693700745293,-157.9354296562879,21.67651308547321,,,
