,dates,chi0233-0000,chi0233-0001,chi0233-0002,chi0233-0003
0,1985-07-27 14:08:05+00:00,174.6329894909088,180.34764668286562,183.32850498751802,194.95326763488015
1,1986-02-04 14:05:11+00:00,173.02430100592508,177.1278925327722,178.9611513455475,193.2678119908553
2,1986-07-30 14:00:28+00:00,183.88641312806578,180.10670200605352,178.55273331671452,189.05152953481476
3,1986-08-15 13:59:53+00:00,172.02491285503993,176.89289297301076,181.15752272840783,187.93244224921636
4,1986-08-31 13:59:17+00:00,165.75504025921157,172.42999022634,169.23368726529287,186.1726770319128
5,1986-09-16 13:58:46+00:00,183.63323710485164,185.92057267787308,188.57485189474755,205.01378487957237
6,1986-10-18 13:57:44+00:00,196.70683115529835,185.80308417540678,164.4208748908584,174.38333364969037
7,1986-11-03 13:57:10+00:00,185.3535684220535,186.0906243515704,188.1896696480433,204.93954033326858
8,1986-12-21 13:57:14+00:00,,,185.87317821707887,177.7713782559657
9,1987-11-06 14:06:08+00:00,177.41402387524343,182.74362993107306,180.9591153464194,185.96942157258604
10,1988-08-20 14:09:00+00:00,178.15155886316217,180.4177686657597,181.6540480174171,197.05960229891394
11,1988-09-05 14:09:03+00:00,169.56035248008462,175.288428746739,177.2577431442542,191.0514794782758
12,1988-09-21 14:08:58+00:00,175.6367323199352,177.81543814526867,179.42443904569132,197.41101617721313
13,1989-05-03 14:07:01+00:00,186.0025319352074,186.56821967364226,183.6351393024584,201.03531827259474
14,1989-08-07 14:05:09+00:00,169.09045546538144,172.9260674326765,171.19154983515034,183.85225815100483
15,1989-08-23 14:04:47+00:00,171.98571883054296,182.69553224780998,184.10674691128662,192.9858949843115
16,1989-09-24 14:03:59+00:00,173.82975315612356,184.35395789825245,184.8757996062001,202.9926082003342
17,1990-11-14 13:57:45+00:00,171.73682092775366,179.05998922557424,175.73180726621297,191.10012206153695
18,1991-01-01 13:58:07+00:00,187.3084432435789,193.12284385499674,195.55232375396704,208.6906742293098
19,1991-02-02 13:58:48+00:00,178.07382353208806,181.73424141145694,183.9428735991732,201.5969083746895
20,1991-08-29 14:01:55+00:00,167.29878520587408,151.48026012972747,154.86851060222554,
21,1991-09-30 14:02:13+00:00,187.80222970940613,178.11345170020562,182.55473992773202,196.67832932388134
22,1992-02-05 14:02:28+00:00,166.43695428035969,165.2497356767104,160.02463740155207,176.08347807030407
23,1992-07-14 14:01:16+00:00,174.74242972616634,171.92000866174703,166.84827557444424,178.67836102869933
24,1992-11-03 13:59:30+00:00,168.08424069804494,172.0271201641823,177.8508391854924,181.30912606711357
25,1993-01-22 13:59:58+00:00,179.88140740127642,177.7644248250765,177.397102292762,190.42104837538497
26,1993-02-07 14:00:09+00:00,172.1719450574237,173.78257308678232,176.60752715077314,178.4186861162139
27,1993-04-12 14:00:33+00:00,165.47916154295962,171.05195629515296,178.2756268057797,187.2315243646676
28,1993-05-30 14:00:48+00:00,174.14468347864667,171.06465407215123,172.9885121893268,186.10980151297926
29,1993-07-17 14:00:39+00:00,174.18528017970925,171.7519998328183,170.55166553607947,178.5443198055944
30,1994-02-26 13:59:07+00:00,179.67831792101586,185.2323176288063,183.3994986458169,194.74895350015578
31,1994-07-04 13:56:41+00:00,,167.87852257932576,175.64205462816048,179.71415978759893
32,1995-05-04 13:46:22+00:00,183.6982626267878,183.12173299960972,186.15203664406278,201.52785345405152
33,1995-07-23 13:42:43+00:00,169.84755109676718,171.920291066241,169.0637765479025,173.05917187687353
34,1996-03-19 13:45:53+00:00,166.46298873111147,165.82695345490586,,196.13250966156102
35,1996-04-20 13:47:53+00:00,180.1689629552809,178.17330978794405,173.04358662588666,179.5768062065582
36,1996-10-13 13:57:28+00:00,197.32042597158852,196.23479374469397,186.6164146035695,208.54042985953112
37,1997-01-01 14:01:18+00:00,189.02555789281195,187.75519838776833,200.36258954278168,202.13569837628594
38,1997-02-02 14:02:46+00:00,191.05755487172797,182.25922791839722,185.0848619665791,201.31497583868014
39,1997-05-25 14:06:59+00:00,175.79686938371435,177.26021207486693,182.22138889397917,192.6178225321684
40,1997-06-10 14:07:32+00:00,181.32071944126974,182.84972047403218,183.35262951905227,194.56844306786368
41,1997-06-26 14:08:05+00:00,171.3467856329938,171.0812032831544,170.99142112799433,182.8896544069005
42,1997-07-12 14:08:38+00:00,177.8363127061424,177.86111906342484,180.49896165616926,186.20272501422562
43,1997-10-16 14:11:31+00:00,183.17609759654133,193.0812998839525,188.63828357158198,192.88291639753817
44,1997-11-17 14:12:20+00:00,175.74511023051625,180.02539962274517,186.35813499499133,194.56216009509816
45,1998-02-21 14:14:30+00:00,173.7573654854686,173.43527530597325,174.8968885180108,199.58042716893323
46,1998-04-10 14:15:11+00:00,,,,
47,1998-07-15 14:16:30+00:00,164.3958380490072,167.85057037577738,169.26478853823332,181.11470725514727
48,1998-07-31 14:16:36+00:00,159.7786089791983,182.94630139620918,173.99140576640903,
49,1998-09-17 14:17:02+00:00,184.6428989800617,181.0530118462644,186.3578758337275,203.28822388889859
50,1999-01-23 14:17:17+00:00,197.85445133294735,192.58213957370677,191.05143807406947,198.13913426504288
51,1999-03-28 14:17:01+00:00,168.98737974135906,170.72278875569387,168.77486510483433,183.8457490881152
52,1999-08-27 14:31:11+00:00,184.43723402400084,183.3678163809412,183.95666766478396,199.03407769949698
53,1999-11-15 14:31:08+00:00,176.1586738148886,183.65404972448238,186.05825436691077,198.59773789713276
54,1999-12-01 14:31:02+00:00,174.25824061968305,182.54926768162338,185.48407362423782,202.8096914669283
55,1999-12-25 14:13:21+00:00,185.78558520483148,185.55066752886992,184.2726182472258,206.5909997572069
56,2000-01-18 14:31:01+00:00,181.2848972080478,187.72805726783554,189.85451769005022,205.5423907080528
57,2000-03-30 14:12:38+00:00,173.0808798088913,173.29138253116292,179.02274044063915,181.65979582796697
58,2000-04-15 14:12:49+00:00,172.23131397632653,175.8615448615267,179.16462126690317,195.73598235817477
59,2000-05-25 14:30:13+00:00,178.8631663427965,187.45441067728254,186.69592469040202,200.9512256239509
60,2000-06-02 14:14:20+00:00,180.12288434152572,183.89681343268762,184.34446845650274,193.7655559793276
61,2000-06-26 14:29:57+00:00,175.47785928597474,180.08807696011348,181.5467077464982,198.28254021316604
62,2000-07-12 14:29:44+00:00,178.96742739290912,183.4179787320779,189.5447424966975,207.17699934293222
63,2000-09-14 14:28:51+00:00,176.3283505613079,184.76483509696016,182.8144322577843,200.24013182045815
64,2000-10-24 14:16:58+00:00,185.7303891828922,182.03227796388853,189.59333219691234,206.33841527934084
65,2001-02-13 14:18:16+00:00,176.52943022486295,188.90092189353794,189.06170990371965,198.4353299329572
66,2001-03-17 14:18:24+00:00,164.93606533698386,171.90247272765893,174.08187567218832,188.28458017521024
67,2001-06-05 14:18:37+00:00,177.00473878360268,187.95547228616238,185.51514200007972,198.39987418517242
68,2001-07-31 14:27:24+00:00,183.6356051161145,185.80613320704242,190.32337681084397,209.90345927190586
69,2001-09-17 14:26:43+00:00,184.61010282409973,187.08810225647773,189.520549084067,209.65503945046467
70,2002-01-23 14:27:07+00:00,193.64920512995144,190.85377626857024,193.6423258984151,207.15261373583698
71,2002-01-31 14:17:07+00:00,184.33175098558164,184.1811201935489,184.94649694060558,201.4863659312565
72,2002-03-04 14:16:27+00:00,181.20887451564334,171.8827746759845,160.74091691379672,218.8279049830613
73,2002-05-15 14:26:58+00:00,170.1674195057768,175.67945858221387,168.9393497849461,178.06089534809038
74,2002-08-19 14:26:23+00:00,179.4472430405268,183.62336441072551,183.3215953537522,205.2620768310498
75,2002-09-20 14:26:01+00:00,190.12966773869852,193.09886766753377,194.5618377313971,212.99183305945044
76,2002-10-06 14:25:57+00:00,179.56581890671947,184.64505594510166,187.43201188319458,203.45152110781822
77,2002-12-09 14:26:30+00:00,180.36580310744742,186.49461809036808,194.6869692023824,202.06383074388913
78,2003-06-27 14:14:21+00:00,175.5577130229751,183.48415528228307,173.7916153859597,186.33962370470036
79,2003-07-29 14:14:56+00:00,184.64536580900406,184.23157776447152,184.78249259625156,198.8460766801199
80,2003-08-06 14:26:38+00:00,180.18131846048047,183.47800180315394,187.25309399200182,202.54607007043404
81,2003-09-15 14:15:45+00:00,173.5573745507349,174.8754316120739,180.78962240721623,
82,2003-09-23 14:26:27+00:00,177.7256503902225,184.79416242102755,185.1083652322013,198.69219599666036
83,2003-10-09 14:26:18+00:00,175.85277548828262,,,193.7981123496348
84,2003-11-02 14:16:15+00:00,176.0565711067898,174.69915053656402,171.93817949432972,
85,2003-11-18 14:16:37+00:00,174.35497312208042,176.75325236647112,181.06353152710327,196.84893270129098
86,2004-02-22 14:17:13+00:00,169.27653481212198,169.87575757361822,163.08282863178113,173.55088629354603
87,2004-03-09 14:17:18+00:00,177.98701905613302,189.41609521900918,185.46692228457817,207.8312140320934
88,2004-04-02 14:27:31+00:00,175.88252069618443,179.59686600006233,180.94795693402142,200.61511880532873
89,2004-04-26 14:18:15+00:00,177.35777407930425,178.2343092544413,182.4227299179101,203.3323960229461
90,2004-05-12 14:18:43+00:00,162.47079093112566,170.47173610671712,172.93215866570966,188.70511945355946
91,2004-05-20 14:27:26+00:00,179.28570881421473,184.23178394215347,184.56660425094998,204.8110563602921
92,2004-05-28 14:19:10+00:00,169.5278939420883,152.25706295831222,125.8040117361227,
93,2004-06-21 14:27:16+00:00,,,160.6898763822022,176.2773983460197
94,2004-07-15 14:20:34+00:00,182.11669623042866,185.3083767596131,180.515869753193,189.5051566529089
95,2004-07-23 14:27:10+00:00,168.9636077260754,173.89357613434078,174.42015016184095,181.93568887619003
96,2004-08-16 14:21:17+00:00,184.51663544683984,188.72749009796064,183.72428969212385,203.2607152694145
97,2004-09-09 14:26:56+00:00,169.528535804309,173.90507091390762,176.35007116192773,183.4773728250065
98,2004-12-30 14:27:36+00:00,169.3546513587361,177.38959269024753,,202.48015628333212
99,2005-01-23 14:24:29+00:00,182.652528843402,187.47251081216496,175.1134069417469,
100,2005-02-24 14:24:58+00:00,184.72480544029355,183.9729357907734,182.2001624815076,191.9462805453605
101,2005-03-12 14:25:11+00:00,189.60859801892934,196.05589469277015,199.99270378987862,207.6724635400201
